filing_date,transaction_date,owner,relationship,security,table,code,acquired_disposed,shares,price,shares_owned_after,accession
2026-03-17,2026-03-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1400,136.20,411195,0001713445-26-000034
2026-03-17,2026-03-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1243255,0001713445-26-000034
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,33507,0,1121958,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,15946,142.76,1106012,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,11732,143.54,1094280,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3929,144.51,1090351,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1500,145.63,1088851,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,400,146.36,1088451,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2758,142.81,38900,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2100,143.68,36800,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,600,144.46,36200,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,100,145.29,36100,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,100,146.45,36000,0001663651-26-000005
2026-03-20,2026-03-18,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,33507,0,233120,0001663651-26-000005
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,G,D,2000,0,162828,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,G,A,2000,0,40413,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,M,A,7500,7.92,47913,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,600,139.56,47313,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,5648,140.83,41665,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1652,141.54,40013,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1100,143,38913,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,500,143.74,38413,0001713445-26-000038
2026-03-25,2026-03-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,7500,0,81543,0001713445-26-000038
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,429195,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,700,126.40,428495,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,400,127.44,428095,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1700,128.57,426395,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,900,129.40,425495,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,897,130.94,424598,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2103,131.64,422495,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3848,134.16,418647,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,7452,134.84,411195,0001827011-26-000015
2026-04-02,2026-03-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1225255,0001827011-26-000015
2026-04-07,2026-04-05,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,A,A,123,0,8022,0001713445-26-000045
2026-04-07,2026-04-05,FILIKRUSHEL PATRICIA,Director,Class A Common Stock,non-derivative,A,A,120,0,29919,0001713445-26-000040
2026-04-07,2026-04-05,Gale Mary Porter,Director,Class A Common Stock,non-derivative,A,A,105,0,7938,0001713445-26-000042
2026-04-07,2026-04-05,Habiger David C,Director,Class A Common Stock,non-derivative,A,A,278,0,35267,0001713445-26-000043
2026-04-07,2026-04-05,Newhouse Steven O,Director,"Class A common stock, par value $0.0001 per share",non-derivative,A,A,112,0,11358,0001713445-26-000041
2026-04-07,2026-04-05,Seibel Michael,Director,Class A Common Stock,non-derivative,A,A,101,0,3619,0001713445-26-000044
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,G,D,8000,0,154828,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,G,A,8000,0,46413,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,M,A,7500,7.92,53913,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,3200,144.83,50713,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,300,145.83,50413,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1700,146.83,48713,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1300,147.85,47413,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,500,148.83,46913,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,100,149.96,46813,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,100,151.03,46713,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,200,153.39,46513,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,8100,154.47,38413,0001713445-26-000047
2026-04-10,2026-04-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,7500,0,74043,0001713445-26-000047
2026-04-17,2026-04-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,429195,0001713445-26-000050
2026-04-17,2026-04-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,500,156.41,428695,0001713445-26-000050
2026-04-17,2026-04-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2595,157.41,426100,0001713445-26-000050
2026-04-17,2026-04-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,11605,158.48,414495,0001713445-26-000050
2026-04-17,2026-04-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3300,159.21,411195,0001713445-26-000050
2026-04-17,2026-04-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1207255,0001713445-26-000050
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,39167,5.35,1127618,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,900,157.93,1126718,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2300,159.08,1124418,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2700,160.05,1121718,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,8679,161.01,1113039,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,22998,162.08,1090041,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1390,162.86,1088651,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,200,163.58,1088451,0001663651-26-000007
2026-04-20,2026-04-16,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,39167,0,193953,0001663651-26-000007
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,429195,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1200,168.53,427995,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1200,169.76,426795,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3701,170.90,423094,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,7249,171.90,415845,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1850,172.82,413995,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1700,173.78,412295,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,700,174.71,411595,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,300,175.92,411295,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,176.81,411195,0001713445-26-000072
2026-05-07,2026-05-05,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1189255,0001713445-26-000072
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,429195,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,700,154.19,428495,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2000,155.22,426495,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3322,156.40,423173,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4211,157.17,418962,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,7467,158.20,411495,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,300,158.96,411195,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1171255,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,3954,0,1483394,0001827011-26-000022
2026-05-19,2026-05-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class B Common Stock,derivative,M,A,3954,0,3499395,0001827011-26-000022
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,39167,5.35,1127618,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,800,154.60,1126818,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,600,155.58,1126218,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4941,156.92,1121277,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,6458,157.67,1114819,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,16914,158.85,1097905,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,6954,159.66,1090951,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2500,160.47,1088451,0001663651-26-000012
2026-05-20,2026-05-18,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,39167,0,154786,0001663651-26-000012
2026-05-22,2026-05-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,C,A,2955,0,414150,0001713445-26-000076
2026-05-22,2026-05-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,F,D,40336,154.88,373814,0001713445-26-000076
2026-05-22,2026-05-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class B Common Stock,derivative,C,D,2955,0,3496440,0001713445-26-000076
2026-05-22,2026-05-20,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,F,D,3886,154.88,75423,0001924278-26-000003
2026-05-22,2026-05-20,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,F,D,1265,154.88,15868,0001713445-26-000073
2026-05-22,2026-05-20,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,F,D,10320,154.88,244208,0001713445-26-000074
2026-05-22,2026-05-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,F,D,38112,154.88,1050339,0001713445-26-000078
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,391814,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,167.59,391214,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1000,168.61,390214,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,800,169.98,389414,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,170.96,388814,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1893,173.30,386921,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4266,174.27,382655,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2141,175.29,380514,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,6700,176.09,373814,0001827011-26-000026
2026-06-02,2026-05-29,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1153255,0001827011-26-000026
2026-06-10,2026-06-08,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,A,A,1714,0,9736,0001713445-26-000086
2026-06-10,2026-06-08,FILIKRUSHEL PATRICIA,Director,Class A Common Stock,non-derivative,A,A,1714,0,31633,0001713445-26-000085
2026-06-10,2026-06-08,Gale Mary Porter,Director,Class A Common Stock,non-derivative,A,A,1714,0,9652,0001713445-26-000084
2026-06-10,2026-06-08,Habiger David C,Director,Class A Common Stock,non-derivative,A,A,1714,0,36981,0001713445-26-000083
2026-06-10,2026-06-08,Newhouse Steven O,Director,"Class A common stock, par value $0.0001 per share",non-derivative,A,A,1714,0,13072,0001713445-26-000082
2026-06-10,2026-06-08,Sauerberg Robert A.,Director,Class A Common Stock,non-derivative,A,A,1714,0,3999,0001713445-26-000081
2026-06-10,2026-06-08,Seibel Michael,Director,Class A Common Stock,non-derivative,A,A,1714,0,5333,0001835628-26-000006
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,391814,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,400,169.48,391414,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,500,170.31,390914,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,500,171.39,390414,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,500,173.59,389914,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,900,174.43,389014,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,500,175.68,388514,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1400,176.82,387114,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2350,177.69,384764,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3050,178.71,381714,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3100,179.65,378614,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1400,180.85,377214,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3400,181.78,373814,0001827011-26-000028
2026-06-17,2026-06-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1135255,0001827011-26-000028
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,39166,5.35,1089505,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,8560,175.41,1080945,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,9020,176.20,1071925,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,11580,177.31,1060345,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,7306,178.09,1053039,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2000,179.10,1051039,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,300,180.03,1050739,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,400,181.94,1050339,0001713445-26-000091
2026-06-18,2026-06-16,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,39166,0,115620,0001713445-26-000091
2026-07-02,2026-06-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,391814,0001713445-26-000092
2026-07-02,2026-06-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1100,170.71,390714,0001713445-26-000092
2026-07-02,2026-06-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2200,171.74,388514,0001713445-26-000092
2026-07-02,2026-06-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4999,172.91,383515,0001713445-26-000092
2026-07-02,2026-06-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,8901,173.77,374614,0001713445-26-000092
2026-07-02,2026-06-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,800,174.61,373814,0001713445-26-000092
2026-07-02,2026-06-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1117255,0001713445-26-000092
2026-07-06,2026-07-01,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,808,200,15060,0001713445-26-000093
2026-07-07,2026-07-05,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,A,A,126,0,9862,0001808740-26-000008
2026-07-07,2026-07-05,FILIKRUSHEL PATRICIA,Director,Class A Common Stock,non-derivative,A,A,122,0,31755,0001237450-26-000006
2026-07-07,2026-07-05,Gale Mary Porter,Director,Class A Common Stock,non-derivative,A,A,107,0,9759,0001924581-26-000005
2026-07-07,2026-07-05,Habiger David C,Director,Class A Common Stock,non-derivative,A,A,283,0,37264,0001326409-26-000005
2026-07-07,2026-07-05,Newhouse Steven O,Director,"Class A common stock, par value $0.0001 per share",non-derivative,A,A,115,0,13187,0001913168-26-000005
2026-07-07,2026-07-05,Seibel Michael,Director,Class A Common Stock,non-derivative,A,A,103,0,5436,0001835628-26-000008
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,391814,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,190.68,391714,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,300,192.18,391414,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,194.19,390814,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2600,195.34,388214,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2490,196.46,385724,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1981,197.58,383743,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,5046,198.27,378697,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1883,199.44,376814,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1600,200.47,375214,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,900,201.31,374314,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,300,202.25,374014,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,200,205.69,373814,0001713445-26-000094
2026-07-17,2026-07-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1099255,0001713445-26-000094
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,39167,5.35,1089506,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,300,190.54,1089206,0001663651-26-000015
