supplier_cik,name,sic,first_link,last_link,ticker,ticker_src
1123979,SENOMYX INC  (CIK 0001123979),8731.0,2011-03-03,2015-02-26,SNMX,oplev_hist_xbrl_prefix
1124198,FLUOR CORP  (FLR)  (CIK 0001124198),1600.0,2011-02-23,2020-09-25,FLR,company_tickers
1124610,"VMWARE, INC.  (CIK 0001124610)",7372.0,2010-03-01,2023-03-28,VMW,oplev_hist_xbrl_prefix
1124796,"NLIGHT, INC.  (LASR)  (CIK 0001124796)",3674.0,2020-03-09,2020-03-09,LASR,company_tickers
1126741,GSI TECHNOLOGY INC  (GSIT)  (CIK 0001126741),3674.0,2010-06-04,2026-06-05,GSIT,company_tickers
1128725,"INTERCLOUD SYSTEMS, INC.  (CIK 0001128725)",7389.0,2014-04-08,2018-04-17,ICLD,oplev_hist_xbrl_prefix
1130866,HITTITE MICROWAVE CORP  (CIK 0001130866),3674.0,2011-02-28,2014-02-26,HITT,oplev_hist_xbrl_prefix
1131554,"SYNCHRONOSS TECHNOLOGIES INC  (SNCR, SNCRL)  (CIK 0001131554)",7371.0,2010-03-09,2025-03-12,SNCR,oplev_hist_xbrl_prefix
1133470,CALAVO GROWERS INC  (CVGW)  (CIK 0001133470),700.0,2018-12-20,2025-01-14,CVGW,oplev_hist_xbrl_prefix
1137091,"POWER SOLUTIONS INTERNATIONAL, INC.  (PSIX)  (CIK 0001137091)",3510.0,2012-03-30,2016-02-26,PSIX,company_tickers
1137789,Seagate Technology plc  (STX)  (CIK 0001137789),3572.0,2010-08-20,2017-08-04,STX,company_tickers
1138476,PACIFIC HEALTH CARE ORGANIZATION INC  (PFHO)  (CIK 0001138476),8090.0,2018-04-02,2020-03-26,PFHO,company_tickers
1138951,LEAPFROG ENTERPRISES INC  (CIK 0001138951),3944.0,2012-02-29,2015-06-15,LF,oplev_hist_xbrl_prefix
1140859,"Cencora, Inc.  (COR)  (CIK 0001140859)",5122.0,2010-11-23,2025-11-25,COR,company_tickers
1141107,ARRIS GROUP INC  (CIK 0001141107),3663.0,2010-02-26,2014-03-03,ARRS,oplev_hist_xbrl_prefix
1141240,LIQUIDMETAL TECHNOLOGIES INC  (LQMT)  (CIK 0001141240),2800.0,2011-03-15,2011-03-15,LQMT,company_tickers
1144215,ACUITY BRANDS INC  (AYI)  (CIK 0001144215),3640.0,2010-10-29,2015-10-27,AYI,company_tickers
1145986,ASPEN AEROGELS INC  (ASPN)  (CIK 0001145986),5030.0,2023-03-16,2026-03-13,ASPN,company_tickers
1157516,ATLAS AMERICA PUBLIC  NO 10 LTD  (CIK 0001157516),1381.0,2010-03-30,2012-03-30,,
1157762,CHINA AUTOMOTIVE SYSTEMS INC  (CAAS)  (CIK 0001157762),3714.0,2015-03-26,2021-03-30,,
1157780,OPNEXT INC  (CIK 0001157780),3674.0,2010-06-14,2010-06-14,OPXT,oplev_hist_xbrl_prefix
1157806,ENCANA CORP  (CIK 0001157806),1311.0,2019-02-28,2019-02-28,ECA,oplev_hist_xbrl_prefix
1158114,"APPLIED OPTOELECTRONICS, INC.  (AAOI)  (CIK 0001158114)",3674.0,2014-03-06,2026-02-26,AAOI,company_tickers
1158172,"COMSCORE, INC.  (SCOR)  (CIK 0001158172)",7389.0,2010-03-12,2012-02-22,SCOR,company_tickers
1160858,TRUE RELIGION APPAREL INC  (CIK 0001160858),2300.0,2010-03-10,2010-03-10,TRLG,oplev_hist_xbrl_prefix
1160958,INPHI Corp  (CIK 0001160958),3674.0,2011-03-07,2021-02-25,IPHI,oplev_hist_xbrl_prefix
1161924,"MiddleBrook Pharmaceuticals, Inc.  (CIK 0001161924)",2834.0,2010-03-16,2010-03-16,,
1166380,"QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE, INC.  (CIK 0001166380)",3714.0,2011-07-05,2013-04-01,QTWW,oplev_hist_xbrl_prefix
1166708,"Brownie's Marine Group, Inc  (CIK 0001166708)",3949.0,2023-03-30,2025-06-16,BWMG,company_tickers
1168054,CIMAREX ENERGY CO  (CIK 0001168054),1311.0,2018-02-23,2018-02-23,XEC,oplev_hist_xbrl_prefix
1168197,LIPOSCIENCE INC  (CIK 0001168197),2835.0,2014-03-28,2014-03-28,LPDX,oplev_hist_xbrl_prefix
1169055,NOBLE CORP  (CIK 0001169055),1381.0,2011-02-25,2017-03-14,,
1169264,SYNIVERSE HOLDINGS INC  (CIK 0001169264),4899.0,2012-03-07,2018-03-14,SVR,oplev_hist_xbrl_prefix
1169561,COMMVAULT SYSTEMS INC  (CVLT)  (CIK 0001169561),7372.0,2010-05-18,2017-05-05,CVLT,company_tickers
1169988,"BOINGO WIRELESS, INC.  (CIK 0001169988)",4899.0,2015-03-16,2021-03-01,WIFI,oplev_hist_xbrl_prefix
1170650,MEDCO HEALTH SOLUTIONS INC  (CIK 0001170650),5912.0,2010-02-23,2012-02-21,MHS,oplev_hist_xbrl_prefix
1172358,"DORCHESTER MINERALS, L.P.  (DMLP)  (CIK 0001172358)",1311.0,2022-02-24,2026-02-24,DMLP,company_tickers
1172480,SANTARUS INC  (CIK 0001172480),2834.0,2010-03-04,2013-03-04,SNTS,oplev_hist_xbrl_prefix
1173204,Cinedigm Corp.  (CNVS)  (CIK 0001173204),7841.0,2018-06-26,2019-07-16,CNVS,company_tickers
1173489,CEVA INC  (CEVA)  (CIK 0001173489),7370.0,2015-03-13,2021-03-01,CEVA,company_tickers
1174266,ENVIVIO INC  (CIK 0001174266),3663.0,2013-04-25,2015-04-23,ENVI,oplev_hist_xbrl_prefix
1175454,FLEETCOR TECHNOLOGIES INC  (CPAY)  (CIK 0001175454),7389.0,2011-03-25,2012-02-29,CPAY,company_tickers
1175609,"CAVIUM, INC.  (CIK 0001175609)",3674.0,2010-03-01,2014-02-24,CAVM,oplev_hist_xbrl_prefix
1177394,TD SYNNEX CORP  (SNX)  (CIK 0001177394),5045.0,2023-01-24,2026-01-27,SNX,company_tickers
1177845,XPLORE TECHNOLOGIES CORP  (CIK 0001177845),3570.0,2016-06-29,2017-06-14,XPLR,oplev_hist_xbrl_prefix
1178670,"ALNYLAM PHARMACEUTICALS, INC.  (ALNY)  (CIK 0001178670)",2834.0,2025-02-13,2025-02-13,ALNY,company_tickers
1180079,SILVER SPRING NETWORKS INC  (CIK 0001180079),3576.0,2014-02-27,2017-03-10,SSNI,oplev_hist_xbrl_prefix
1182129,AUXILIUM PHARMACEUTICALS INC  (CIK 0001182129),2834.0,2014-02-28,2014-02-28,AUXL,oplev_hist_xbrl_prefix
1183765,"Molecular Templates, Inc.  (MTEM)  (CIK 0001183765)",2834.0,2021-03-19,2024-03-29,MTEM,oplev_hist_xbrl_prefix
1200375,"CODEXIS, INC.  (CDXS)  (CIK 0001200375)",2860.0,2011-02-10,2024-02-28,CDXS,company_tickers
1201663,AUDIENCE INC  (CIK 0001201663),3674.0,2013-03-04,2015-03-09,ADNC,oplev_hist_xbrl_prefix
1207074,VIRTUSA CORP  (CIK 0001207074),7371.0,2010-05-27,2010-05-27,VRTU,oplev_hist_xbrl_prefix
1219210,IKANOS COMMUNICATIONS  (CIK 0001219210),3661.0,2014-02-28,2014-02-28,IKAN,oplev_hist_xbrl_prefix
1224133,MARCHEX INC  (MCHX)  (CIK 0001224133),7389.0,2012-03-12,2012-03-12,MCHX,company_tickers
1224370,"MINDSPEED TECHNOLOGIES, INC  (CIK 0001224370)",3674.0,2011-11-18,2013-12-16,MSPD,oplev_hist_xbrl_prefix
1226308,"DTS, INC.  (CIK 0001226308)",3651.0,2010-03-03,2010-03-03,,
1227025,NEOPHOTONICS CORP  (CIK 0001227025),3674.0,2013-03-15,2022-02-25,NPTN,oplev_hist_xbrl_prefix
1227930,ENTROPIC COMMUNICATIONS INC  (CIK 0001227930),3674.0,2010-02-04,2014-02-24,ENTR,oplev_hist_xbrl_prefix
1232524,Jazz Pharmaceuticals plc  (JAZZ)  (CIK 0001232524),2834.0,2010-03-04,2026-02-24,JAZZ,company_tickers
1238289,ATLAS AMERICA PUBLIC #12-2003 Limited Partnership  (CIK 0001238289),1311.0,2015-03-31,2016-04-14,,
1255474,WHITING PETROLEUM CORP  (CIK 0001255474),1311.0,2010-03-01,2012-02-23,WLL,oplev_hist_xbrl_prefix
1259550,LOCAL Corp  (CIK 0001259550),7389.0,2012-03-15,2015-03-27,LOCM,oplev_hist_xbrl_prefix
1260221,TransDigm Group INC  (TDG)  (CIK 0001260221),3728.0,2010-11-15,2019-11-19,TDG,company_tickers
1262039,"Fortinet, Inc.  (FTNT)  (CIK 0001262039)",3577.0,2019-02-27,2022-02-25,FTNT,company_tickers
1263074,PORTEC RAIL PRODUCTS INC  (CIK 0001263074),3743.0,2010-03-15,2010-03-15,,
1268984,REDDY ICE HOLDINGS INC  (CIK 0001268984),2090.0,2010-02-19,2010-02-19,FRZ,oplev_hist_xbrl_prefix
1272547,FREESCALE SEMICONDUCTOR INC  (CIK 0001272547),3674.0,2010-02-05,2010-02-05,,
1272842,AIRGAIN INC  (AIRG)  (CIK 0001272842),3663.0,2018-03-15,2021-02-19,AIRG,company_tickers
1273931,MONEYGRAM INTERNATIONAL INC  (CIK 0001273931),7389.0,2016-03-02,2022-02-25,MGI,oplev_hist_xbrl_prefix
1275791,MediaMind Technologies Inc.  (CIK 0001275791),7389.0,2011-03-08,2011-03-08,,
1278027,"B&G Foods, Inc.  (BGS)  (CIK 0001278027)",2000.0,2010-03-01,2026-03-03,BGS,company_tickers
1282631,NETLIST INC  (NLST)  (CIK 0001282631),3674.0,2010-02-19,2015-03-27,NLST,company_tickers
1282637,NEWMARKET CORP  (NEU)  (CIK 0001282637),2860.0,2013-02-15,2015-02-17,NEU,company_tickers
1283073,Answers CORP  (CIK 0001283073),7372.0,2011-03-17,2011-03-17,,
1283699,"T-Mobile US, Inc.  (TMUS)  (CIK 0001283699)",4812.0,2021-02-23,2021-02-23,TMUS,company_tickers
1283810,ATLAS AMERICA SERIES 25-2004 (A) L.P.  (CIK 0001283810),1311.0,2016-04-15,2016-04-15,,
1285043,AVENTINE RENEWABLE ENERGY HOLDINGS INC  (CIK 0001285043),2860.0,2010-02-23,2012-03-08,AVRW,oplev_hist_xbrl_prefix
1288403,W&T OFFSHORE INC  (WTI)  (CIK 0001288403),1311.0,2020-03-05,2023-03-08,WTI,company_tickers
1289231,"WII Components, Inc.  (CIK 0001289231)",2400.0,2010-03-31,2011-03-30,,
1289237,"U. S. Premium Beef, LLC  (CIK 0001289237)",200.0,2010-10-29,2014-03-13,,
1290900,"Commercial Vehicle Group, Inc.  (CVGI)  (CIK 0001290900)",3714.0,2010-03-12,2020-03-16,CVGI,company_tickers
1292055,Symmetry Medical Inc.  (CIK 0001292055),3842.0,2013-03-08,2014-03-10,,
1292653,"Inteliquent, Inc.  (CIK 0001292653)",4813.0,2010-02-19,2016-02-18,IQNT,oplev_hist_xbrl_prefix
1294208,ATLAS AMERICA SERIES 25-2004 (B) L.P.  (CIK 0001294208),1311.0,2015-03-31,2015-03-31,,
1294924,InvenSense Inc  (CIK 0001294924),3674.0,2016-05-25,2016-05-25,INVN,oplev_hist_xbrl_prefix
1295947,Prestige Consumer Healthcare Inc.  (PBH)  (CIK 0001295947),2834.0,2010-06-11,2026-05-14,PBH,company_tickers
1296205,ZAGG Inc  (CIK 0001296205),5900.0,2011-03-25,2020-03-16,ZAGG,oplev_hist_xbrl_prefix
1296445,"ORMAT TECHNOLOGIES, INC.  (ORA)  (CIK 0001296445)",4911.0,2010-03-08,2015-02-26,ORA,company_tickers
1297720,James River Coal CO  (CIK 0001297720),1221.0,2012-03-01,2012-03-01,JRCC,oplev_hist_xbrl_prefix
1297989,"ExlService Holdings, Inc.  (EXLS)  (CIK 0001297989)",7389.0,2011-03-16,2011-03-16,EXLS,company_tickers
1298946,DiamondRock Hospitality Co  (DRH)  (CIK 0001298946),6798.0,2024-02-28,2026-02-27,DRH,company_tickers
1300699,"Athenex, Inc.  (CIK 0001300699)",2834.0,2019-03-11,2020-03-02,ATNX,oplev_hist_xbrl_prefix
1304280,Novelis Inc.  (CIK 0001304280),3350.0,2020-05-07,2020-05-07,NVL,oplev_hist_xbrl_prefix
1304464,Crestwood Midstream Partners LP  (CIK 0001304464),4922.0,2014-02-28,2014-02-28,,
1305773,Conformis Inc  (CIK 0001305773),3842.0,2021-03-04,2021-03-04,CFMS,oplev_hist_xbrl_prefix
1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.  (ULH)  (CIK 0001308208)",4213.0,2014-03-14,2026-03-16,ULH,company_tickers
1308547,"Dolby Laboratories, Inc.  (DLB)  (CIK 0001308547)",3663.0,2012-11-15,2014-11-18,DLB,company_tickers
1309082,"LUCAS ENERGY, INC.  (CEIN)  (CIK 0001309082)",1311.0,2014-06-27,2014-06-27,CEIN,company_tickers
1310094,ACCENTIA BIOPHARMACEUTICALS INC  (CIK 0001310094),2834.0,2010-08-16,2010-08-16,,
1310114,"SERVICESOURCE INTERNATIONAL, INC.  (CIK 0001310114)",7389.0,2018-03-02,2019-02-28,SREV,oplev_hist_xbrl_prefix
1314102,"EyePoint Pharmaceuticals, Inc.  (EYPT)  (CIK 0001314102)",3826.0,2011-09-13,2023-03-10,EYPT,company_tickers
1314727,Sonos Inc  (SONO)  (CIK 0001314727),3651.0,2018-11-28,2019-11-26,SONO,company_tickers
1316016,AQUANTIA CORP  (CIK 0001316016),3674.0,2018-03-07,2019-03-06,AQ,oplev_hist_xbrl_prefix
1316625,Silicon Graphics International Corp  (CIK 0001316625),3571.0,2010-09-08,2013-09-09,,
1316644,"AeroGrow International, Inc.  (CIK 0001316644)",5200.0,2013-07-01,2020-06-23,,
1317436,"BOISE CASCADE HOLDINGS, L.L.C.  (CIK 0001317436)",5030.0,2010-03-01,2012-03-01,,
1317577,Pike Electric CORP  (CIK 0001317577),1731.0,2010-09-13,2011-09-06,PIKE,oplev_hist_xbrl_prefix
1317630,ITC Holdings Corp.  (CIK 0001317630),4911.0,2010-02-25,2013-03-01,,
1318084,"Core-Mark Holding Company, Inc.  (CIK 0001318084)",5141.0,2019-03-01,2019-03-01,CORE,oplev_hist_xbrl_prefix
1319161,Warner Music Group Corp.  (WMG)  (CIK 0001319161),7900.0,2019-11-27,2025-11-20,WMG,company_tickers
1320461,Cooper-Standard Holdings Inc.  (CPS)  (CIK 0001320461),3714.0,2010-03-31,2026-02-13,CPS,company_tickers
1320695,"TreeHouse Foods, Inc.  (THS)  (CIK 0001320695)",2030.0,2010-02-16,2025-02-14,THS,oplev_hist_xbrl_prefix
1320854,"FreightCar America, Inc.  (RAIL)  (CIK 0001320854)",3743.0,2011-03-15,2023-03-27,RAIL,company_tickers
1320947,Diamond Foods Inc  (CIK 0001320947),2090.0,2010-10-05,2015-10-01,DMND,oplev_hist_xbrl_prefix
1321834,Akers Biosciences Inc  (TNFA)  (CIK 0001321834),2835.0,2014-03-28,2016-03-30,QCLS,company_tickers
1322739,"EASTON-BELL SPORTS, INC.  (CIK 0001322739)",3949.0,2010-03-16,2014-03-28,ESBI,oplev_hist_xbrl_prefix
1322866,Kodiak Oil & Gas Corp  (CIK 0001322866),1382.0,2010-03-11,2011-03-03,KOG,oplev_hist_xbrl_prefix
1323468,"GLOBAL PARTNERS LP  (GLP, GLP-PB)  (CIK 0001323468)",5171.0,2010-03-12,2015-03-13,GLP,company_tickers
1323531,"Maidenform Brands, Inc.  (CIK 0001323531)",5311.0,2010-03-10,2013-03-08,MFB,oplev_hist_xbrl_prefix
1323715,"Superior Well Services, INC  (CIK 0001323715)",1389.0,2010-03-09,2010-03-09,,
1324189,Orchids Paper Products CO /DE  (CIK 0001324189),2621.0,2015-03-09,2017-03-15,TIS,oplev_hist_xbrl_prefix
1324518,Williams Partners L.P.  (CIK 0001324518),4922.0,2010-02-25,2014-02-26,,
1326428,"LINN ENERGY, LLC  (CIK 0001326428)",1311.0,2016-03-15,2016-03-15,ROAN,oplev_hist_xbrl_prefix
1326652,"Zoo Entertainment, Inc  (CIK 0001326652)",7372.0,2012-04-16,2012-04-16,ZOOG,oplev_hist_xbrl_prefix
1326973,"SMART Modular Technologies (WWH), Inc.  (CIK 0001326973)",3674.0,2010-11-03,2010-11-03,,
1328571,NTELOS HOLDINGS CORP  (CIK 0001328571),4813.0,2010-02-26,2012-02-29,NTLS,oplev_hist_xbrl_prefix
1328581,BOISE CASCADE Co  (BCC)  (CIK 0001328581),5030.0,2014-02-28,2014-02-28,BCC,company_tickers
1328655,Affinia Group Intermediate Holdings Inc.  (CIK 0001328655),3714.0,2010-03-17,2016-04-13,AFN,oplev_hist_xbrl_prefix
1330436,Liquidia Technologies Inc  (CIK 0001330436),3841.0,2019-02-26,2020-03-16,,
1330849,"HERCULES OFFSHORE, INC.  (CIK 0001330849)",1381.0,2010-03-02,2010-03-02,,
1331301,"BOULDER BRANDS, INC.  (CIK 0001331301)",2000.0,2010-03-10,2015-02-26,BDBD,oplev_hist_xbrl_prefix
1333170,"NxStage Medical, Inc.  (CIK 0001333170)",3845.0,2010-03-12,2010-03-12,NXTM,oplev_hist_xbrl_prefix
1333493,"eHealth, Inc.  (EHTH)  (CIK 0001333493)",6411.0,2010-03-05,2025-02-27,EHTH,company_tickers
1333835,Casa Systems Inc  (CIK 0001333835),3663.0,2021-02-25,2023-03-15,CASA,oplev_hist_xbrl_prefix
1335982,Goodman Networks Inc  (CIK 0001335982),4812.0,2015-03-31,2015-03-31,GNET,oplev_hist_xbrl_prefix
1336047,"Boardwalk Pipeline Partners, LP  (CIK 0001336047)",4922.0,2010-02-16,2010-02-16,,
1336262,SouthPeak Interactive CORP  (CIK 0001336262),7372.0,2010-10-13,2010-10-13,,
1336691,MOTRICITY INC  (CIK 0001336691),7389.0,2013-03-12,2013-03-12,MOTR,oplev_hist_xbrl_prefix
1336917,"Under Armour, Inc.  (UA, UAA)  (CIK 0001336917)",2300.0,2015-02-20,2017-02-23,UAA,company_tickers
1337553,AERIE PHARMACEUTICALS INC  (CIK 0001337553),2836.0,2019-03-01,2022-02-25,AERI,oplev_hist_xbrl_prefix
1339048,"Western Refining, Inc.  (CIK 0001339048)",2911.0,2014-03-03,2014-03-03,,
1340282,Rosetta Resources Inc.  (CIK 0001340282),1311.0,2011-02-25,2015-02-24,ROSE,oplev_hist_xbrl_prefix
1341141,"CatchMark Timber Trust, Inc.  (CIK 0001341141)",6798.0,2016-03-07,2022-03-03,,
1341766,"Celsius Holdings, Inc.  (CELH)  (CIK 0001341766)",2086.0,2021-03-11,2026-03-02,CELH,company_tickers
1342505,ACCELLENT INC  (CIK 0001342505),3841.0,2012-03-29,2012-03-29,PRIVATE,oplev_hist_xbrl_prefix
1342960,DIVX INC  (CIK 0001342960),7371.0,2010-03-15,2010-03-15,,
1343719,Energy XXI Ltd  (CIK 0001343719),1382.0,2010-09-08,2016-09-27,,
1344596,"American Railcar Industries, Inc.  (CIK 0001344596)",3743.0,2018-02-23,2018-02-23,ARII,oplev_hist_xbrl_prefix
1345122,Compass Group Diversified Holdings LLC  (CIK 0001345122),7363.0,2012-03-07,2012-03-07,,
1350073,"Iconic Brands, Inc.  (ICNB)  (CIK 0001350073)",2080.0,2021-04-13,2022-06-15,ICNB,oplev_hist_xbrl_prefix
1351541,"Delek US Holdings, Inc.  (CIK 0001351541)",5500.0,2010-03-12,2011-03-11,,
1355096,"Qurate Retail, Inc.  (QRTEA, QRTEB, QRTEP)  (CIK 0001355096)",5961.0,2019-02-28,2019-02-28,QVCAQ,oplev_submissions
1355848,"Genius Brands International, Inc.  (TOON)  (CIK 0001355848)",7812.0,2018-04-02,2018-04-02,TOON,company_tickers
1356093,WIRELESS RONIN TECHNOLOGIES INC  (CREX)  (CIK 0001356093),7373.0,2010-03-26,2014-03-11,CREX,company_tickers
1356104,"Mellanox Technologies, Ltd.  (CIK 0001356104)",3674.0,2010-03-05,2020-02-20,MLNX,oplev_hist_xbrl_prefix
1357227,FGX International Holdings LTD  (CIK 0001357227),3851.0,2010-03-08,2010-03-08,,
1357326,"Riverbed Technology, Inc.  (CIK 0001357326)",3576.0,2013-02-19,2015-02-13,RVBD,oplev_hist_xbrl_prefix
1357371,Breitburn Energy Partners LP  (CIK 0001357371),1311.0,2010-03-11,2017-03-08,BBEP,oplev_hist_xbrl_prefix
1357615,"KBR, INC.  (KBR)  (CIK 0001357615)",1600.0,2010-02-25,2016-02-26,KBR,company_tickers
1357874,PRECISION BIOSCIENCES INC  (DTIL)  (CIK 0001357874),2836.0,2022-03-15,2026-03-12,DTIL,company_tickers
1357971,Energy Services of America CORP  (ESOA)  (CIK 0001357971),1623.0,2016-12-15,2021-01-05,ESOA,company_tickers
1359841,Hanesbrands Inc.  (HBI)  (CIK 0001359841),5600.0,2010-02-09,2025-02-14,HBI,oplev_hist_xbrl_prefix
1361394,"Affinion Group, Inc.  (CIK 0001361394)",7389.0,2011-03-04,2011-03-04,,
1361470,MAVENIR SYSTEMS INC  (CIK 0001361470),3576.0,2014-02-21,2015-03-03,MVNR,oplev_hist_xbrl_prefix
1361983,ORBCOMM Inc.  (CIK 0001361983),4899.0,2015-03-16,2021-02-25,ORBC,oplev_hist_xbrl_prefix
1363851,Catamaran Corp  (CIK 0001363851),6411.0,2014-03-03,2015-03-02,,
1364541,EAGLE ROCK ENERGY PARTNERS L P  (CIK 0001364541),1311.0,2010-03-09,2014-03-03,,
1364885,"Spirit AeroSystems Holdings, Inc.  (SPR)  (CIK 0001364885)",3728.0,2010-02-26,2025-02-28,SPR,oplev_hist_xbrl_prefix
1365101,Primo Water Corp  (CIK 0001365101),5141.0,2011-03-30,2019-03-06,PRMW,oplev_hist_xbrl_prefix
1365216,"Sucampo Pharmaceuticals, Inc.  (CIK 0001365216)",2834.0,2010-03-15,2017-03-08,SCMP,oplev_hist_xbrl_prefix
1366246,GLU MOBILE INC  (CIK 0001366246),7371.0,2012-03-14,2021-02-26,GLUU,oplev_hist_xbrl_prefix
1366312,"Juhl Energy, Inc  (CIK 0001366312)",1623.0,2011-03-31,2013-04-01,JUHL,oplev_hist_xbrl_prefix
1367064,"Archrock Partners, L.P.  (CIK 0001367064)",4922.0,2010-02-25,2020-02-21,,
1368457,Alberto-Culver CO  (CIK 0001368457),2844.0,2010-11-23,2010-11-23,,
1368514,"ADMA BIOLOGICS, INC.  (ADMA)  (CIK 0001368514)",2836.0,2018-03-29,2020-03-13,ADMA,company_tickers
1369786,"Sagent Pharmaceuticals, Inc.  (CIK 0001369786)",2834.0,2012-03-29,2016-03-07,SGNT,oplev_hist_xbrl_prefix
1370450,"Willdan Group, Inc.  (WLDN)  (CIK 0001370450)",8711.0,2018-03-09,2019-03-08,WLDN,company_tickers
1374567,"Luvu Brands, Inc.  (LUVU)  (CIK 0001374567)",2510.0,2014-09-29,2025-10-14,LUVU,company_tickers
1374985,Atlas Resources Public #16-2007 (A) L.P.  (CIK 0001374985),1311.0,2012-03-30,2012-03-30,,
1374993,NextWave Wireless Inc.  (CIK 0001374993),3663.0,2010-04-02,2010-04-02,,
1375151,"ZOGENIX, INC.  (CIK 0001375151)",2834.0,2011-03-04,2011-03-04,ZGNX,oplev_hist_xbrl_prefix
1377121,"Protagonist Therapeutics, Inc  (PTGX)  (CIK 0001377121)",2834.0,2026-02-25,2026-02-25,PTGX,company_tickers
1377789,"AVIAT NETWORKS, INC.  (AVNW)  (CIK 0001377789)",3663.0,2013-09-23,2022-09-14,AVNW,company_tickers
1378718,"Wesco Aircraft Holdings, Inc  (CIK 0001378718)",5072.0,2011-12-05,2019-11-26,WAIR,oplev_hist_xbrl_prefix
1379763,Atlas America Series 27-2006 LP  (CIK 0001379763),1311.0,2012-03-30,2012-03-30,,
1381325,"BigBand Networks, Inc.  (CIK 0001381325)",3663.0,2010-03-05,2011-03-09,,
1381531,Domtar CORP  (CIK 0001381531),2621.0,2012-02-27,2023-03-03,,
1381805,ORB Automotive  (CIK 0001381805),6770.0,2011-04-15,2011-04-15,,
1382112,"Great East Bottles & Drinks (China) Holdings, Inc  (CIK 0001382112)",2750.0,2010-03-24,2010-03-24,,
1382805,"Game Trading Technologies, Inc.  (CIK 0001382805)",5734.0,2011-04-15,2011-04-15,,
1382911,"Orexigen Therapeutics, Inc.  (CIK 0001382911)",2834.0,2011-03-11,2017-03-30,OREX,oplev_hist_xbrl_prefix
1383097,NAKED BRAND GROUP INC.  (CIK 0001383097),2320.0,2013-05-16,2018-05-01,,
1383729,"FUSION-IO, INC.  (CIK 0001383729)",3572.0,2012-08-27,2013-08-28,FIO,oplev_hist_xbrl_prefix
1384101,"VERACYTE, INC.  (VCYT)  (CIK 0001384101)",8071.0,2014-03-20,2021-02-22,VCYT,company_tickers
1384195,"RING ENERGY, INC.  (REI)  (CIK 0001384195)",1311.0,2014-03-21,2026-03-04,REI,company_tickers
1384905,RingCentral Inc  (RNG)  (CIK 0001384905),7374.0,2015-02-27,2018-02-26,RNG,company_tickers
1386198,MEMSIC Inc  (CIK 0001386198),3674.0,2011-03-25,2011-03-25,MEMS,oplev_hist_xbrl_prefix
1386278,GREEN DOT CORP  (GDOT)  (CIK 0001386278),6199.0,2015-03-02,2025-03-04,GDOT,company_tickers
1389050,"Archrock, Inc.  (AROC)  (CIK 0001389050)",4922.0,2017-02-23,2019-02-20,AROC,company_tickers
1391127,"Edgio, Inc.  (EGIO)  (CIK 0001391127)",7389.0,2010-03-12,2023-06-29,LLNW,oplev_hist_xbrl_prefix
1391390,BOISE INC.  (CIK 0001391390),2600.0,2010-02-25,2013-02-26,,
1392522,"Freescale Semiconductor Holdings I, Ltd.  (CIK 0001392522)",3674.0,2010-02-05,2012-02-03,FSL,oplev_hist_xbrl_prefix
1393584,American Well Corp  (AMWL)  (CIK 0001393584),7389.0,2021-03-26,2026-02-12,AMWL,company_tickers
1394056,"ONE STOP SYSTEMS, INC.  (OSS)  (CIK 0001394056)",3571.0,2019-03-21,2019-03-21,OSS,company_tickers
1395848,ADESTO TECHNOLOGIES Corp  (CIK 0001395848),3674.0,2016-03-30,2020-03-16,IOTS,oplev_hist_xbrl_prefix
1395864,Verso Paper Holdings LLC  (CIK 0001395864),2670.0,2010-03-12,2010-03-12,,
1398797,Point.360  (CIK 0001398797),7819.0,2011-09-23,2016-09-16,PTSX,oplev_hist_xbrl_prefix
1399541,Atlas Resources Public #17-2008 (B) L.P.  (CIK 0001399541),1311.0,2012-03-30,2015-03-31,,
1399542,Atlas Resources Public #17-2007 (A) L.P.  (CIK 0001399542),1311.0,2010-03-30,2012-03-30,,
1400400,"DemandTec, Inc.  (CIK 0001400400)",7372.0,2011-04-21,2011-04-21,,
1401667,"PUMA BIOTECHNOLOGY, INC.  (PBYI)  (CIK 0001401667)",2834.0,2019-03-01,2019-03-01,PBYI,company_tickers
1401708,NanoString Technologies Inc  (CIK 0001401708),2836.0,2017-03-09,2020-03-02,NSTG,oplev_hist_xbrl_prefix
1402057,CDW Corp  (CDW)  (CIK 0001402057),5961.0,2016-02-25,2016-02-25,CDW,company_tickers
1403385,Symetra Financial CORP  (CIK 0001403385),6311.0,2010-03-09,2010-03-09,,
1403853,"Nuverra Environmental Solutions, Inc.  (CIK 0001403853)",1389.0,2013-03-18,2019-03-12,NES,oplev_hist_xbrl_prefix
1404123,1Life Healthcare Inc  (CIK 0001404123),8011.0,2020-03-27,2021-03-17,ONEM,oplev_hist_xbrl_prefix
1404973,"Energy XXI Gulf Coast, Inc.  (CIK 0001404973)",1311.0,2018-03-21,2018-03-21,EXXI,oplev_hist_xbrl_prefix
1405073,Approach Resources Inc  (CIK 0001405073),1311.0,2010-03-12,2010-03-12,AREX,oplev_hist_xbrl_prefix
1405287,"Stream Global Services, Inc.  (CIK 0001405287)",7363.0,2010-03-10,2012-02-29,SGS,oplev_hist_xbrl_prefix
