cik,n_ciks,adsh,file_name,file_date,form,root_form,file_type,file_description,period_ending,display_name,sic,doc_ok
1519751,1,0000950170-22-002294,fbhs-20211231.htm,2022-02-28,10-K,10-K,10-K,10-K,2021-12-31,"Fortune Brands Home & Security, Inc.  (FBIN)  (CIK 0001519751)",2430.0,True
1074902,1,0001074902-22-000061,lcnb-20211231.htm,2022-03-10,10-K,10-K,10-K,10-K,2021-12-31,LCNB CORP  (LCNB)  (CIK 0001074902),6021.0,True
1012100,1,0001628280-22-003294,see-20211231.htm,2022-02-22,10-K,10-K,10-K,10-K,2021-12-31,SEALED AIR CORP/DE  (SEE)  (CIK 0001012100),2820.0,True
1045450,1,0001045450-22-000038,epr-20211231.htm,2022-02-23,10-K,10-K,10-K,10-K,2021-12-31,"EPR PROPERTIES  (EPR, EPR-PC, EPR-PE, EPR-PG)  (CIK 0001045450)",6798.0,True
1045810,1,0001045810-22-000036,nvda-20220130.htm,2022-03-18,10-K,10-K,10-K,10-K,2022-01-30,NVIDIA CORP  (NVDA)  (CIK 0001045810),3674.0,True
1575828,1,0001437749-22-005566,fi20211231_10k.htm,2022-03-08,10-K,10-K,10-K,FORM 10-K,2021-12-31,EXPRO GROUP HOLDINGS N.V.  (XPRO)  (CIK 0001575828),1389.0,True
31462,1,0001558370-22-002059,ecl-20211231x10k.htm,2022-02-25,10-K,10-K,10-K,10-K,2021-12-31,ECOLAB INC.  (ECL)  (CIK 0000031462),2840.0,True
1044777,1,0001558370-22-001601,ospn-20211231x10k.htm,2022-02-22,10-K,10-K,10-K,10-K,2021-12-31,OneSpan Inc.  (OSPN)  (CIK 0001044777),7373.0,True
1296435,1,0001296435-22-000026,np-20211231.htm,2022-02-18,10-K,10-K,10-K,10-K,2021-12-31,Neenah Inc  (CIK 0001296435),2621.0,True
1867096,1,0001867096-22-000040,xers-20211231.htm,2022-03-11,10-K,10-K,10-K,10-K,2021-12-31,"Xeris Biopharma Holdings, Inc.  (XERS)  (CIK 0001867096)",2834.0,True
805928,1,0000805928-23-000020,axgn-20221231.htm,2023-03-14,10-K,10-K,10-K,10-K,2022-12-31,"Axogen, Inc.  (AXGN)  (CIK 0000805928)",3845.0,True
1616741,1,0001616741-23-000042,pati10k23.pdf,2023-12-12,10-K,10-K,10-K,COMPLIMENTARY PDF,2023-09-30,"PATRIOT TRANSPORTATION HOLDING, INC.  (CIK 0001616741)",4210.0,True
1505155,1,0001505155-23-000017,upld-20221231.htm,2023-03-01,10-K,10-K,10-K,10-K,2022-12-31,"Upland Software, Inc.  (UPLD)  (CIK 0001505155)",7372.0,True
25895,1,0001437749-23-018305,crws20230402_10k.htm,2023-06-26,10-K,10-K,10-K,FORM 10-K,2023-04-02,CROWN CRAFTS INC  (CRWS)  (CIK 0000025895),2211.0,True
1707753,1,0001707753-23-000021,estc-20230430.htm,2023-06-16,10-K,10-K,10-K,10-K,2023-04-30,Elastic N.V.  (ESTC)  (CIK 0001707753),7372.0,True
1837014,1,0000950170-23-006749,smrt-20221231.htm,2023-03-08,10-K,10-K,10-K,10-K,2022-12-31,"SmartRent, Inc.  (SMRT)  (CIK 0001837014)",7373.0,True
1629665,1,0001213900-23-030333,f10k2022_muliangviagoo.htm,2023-04-17,10-K,10-K,10-K,ANNUAL REPORT,2022-12-31,"MULIANG VIAGOO TECHNOLOGY, INC.  (MULG)  (CIK 0001629665)",2870.0,True
1617553,1,0001617553-23-000007,zip-20221231.htm,2023-02-27,10-K,10-K,10-K,10-K,2022-12-31,"ZIPRECRUITER, INC.  (ZIP)  (CIK 0001617553)",7370.0,True
1393883,1,0001393883-23-000062,dhx-20221231.htm,2023-02-10,10-K,10-K,10-K,10-K,2022-12-31,"DHI GROUP, INC.  (DHX)  (CIK 0001393883)",7389.0,True
1884072,1,0001199835-23-000008,jewl-10k.htm,2023-01-13,10-K,10-K,10-K,ADAMAS ONE CORP. FORM 10-K,2022-09-30,Adamas One Corp.  (JEWL)  (CIK 0001884072),3910.0,True
1766267,1,0001493152-23-022704,form10-k.htm,2023-06-28,10-K,10-K,10-K,,2023-03-31,Synergy Empire Ltd  (SHMY)  (CIK 0001766267),5812.0,True
1050797,1,0001050797-23-000047,colm-20221231.htm,2023-02-23,10-K,10-K,10-K,10-K,2022-12-31,COLUMBIA SPORTSWEAR CO  (COLM)  (CIK 0001050797),2300.0,True
850261,1,0000950170-23-008238,srne-20221231.htm,2023-03-16,10-K,10-K,10-K,10-K,2022-12-31,"Sorrento Therapeutics, Inc.  (SRNE)  (CIK 0000850261)",2836.0,True
887596,1,0001104659-23-026072,cake-20230103x10k.htm,2023-02-27,10-K,10-K,10-K,FORM -10-K,2023-01-03,CHEESECAKE FACTORY INC  (CAKE)  (CIK 0000887596),5812.0,True
1489096,1,0001489096-23-000067,thr-20230331.htm,2023-05-25,10-K,10-K,10-K,10-K,2023-03-31,"Thermon Group Holdings, Inc.  (THR)  (CIK 0001489096)",3620.0,True
1621832,1,0001437749-23-005964,aqms20221231_10k.htm,2023-03-09,10-K,10-K,10-K,FORM 10-K,2022-12-31,"Aqua Metals, Inc.  (AQMS)  (CIK 0001621832)",3341.0,True
1781726,1,0001493152-23-012632,form10-k.htm,2023-04-18,10-K,10-K,10-K,,2022-12-31,NP Life Sciences Health Industry Group Inc.  (NPLS)  (CIK 0001781726),8200.0,True
1819394,1,0001819394-23-000011,mttr-20221231.htm,2023-02-28,10-K,10-K,10-K,10-K,2022-12-31,"Matterport, Inc./DE  (MTTR)  (CIK 0001819394)",7372.0,True
1366561,1,0001366561-23-000030,smar-20230131.htm,2023-03-22,10-K,10-K,10-K,FY 2023 SMAR 10-K,2023-01-31,SMARTSHEET INC  (SMAR)  (CIK 0001366561),7372.0,True
1797336,1,0001213900-23-024952,f10k2022_oldayalainc.htm,2023-03-31,10-K,10-K,10-K,ANNUAL REPORT,2022-12-31,"Old Ayala, Inc  (CIK 0001797336)",2836.0,True
1967649,1,0001967649-23-000025,vestiscorporation-10k.htm,2023-12-21,10-K,10-K,10-K,10-K,2023-09-29,Vestis Corp  (VSTS)  (CIK 0001967649),5190.0,True
1356576,1,0001356576-23-000016,supn-20221231.htm,2023-03-09,10-K,10-K,10-K,10-K,2022-12-31,"SUPERNUS PHARMACEUTICALS, INC.  (SUPN)  (CIK 0001356576)",2834.0,True
1837240,1,0001837240-23-000189,sym-20230930.htm,2023-12-11,10-K,10-K,10-K,10-K,2023-09-30,Symbotic Inc.  (SYM)  (CIK 0001837240),3569.0,True
69488,1,0000950170-23-005988,mye-20221231.htm,2023-03-03,10-K,10-K,10-K,10-K,2022-12-31,MYERS INDUSTRIES INC  (MYE)  (CIK 0000069488),3089.0,True
1832433,1,0001832433-23-000066,ferg-20230731.htm,2023-09-26,10-K,10-K,10-K,10-K,2023-07-31,Ferguson plc  (CIK 0001832433),5070.0,True
39311,1,0000039311-23-000035,ibcp-20221231_d2.htm,2023-03-03,10-K,10-K,10-K,10-K,2022-12-31,INDEPENDENT BANK CORP /MI/  (IBCP)  (CIK 0000039311),6022.0,True
946581,1,0001628280-23-019851,ttwo-20230331.htm,2023-05-26,10-K,10-K,10-K,10-K,2023-03-31,TAKE TWO INTERACTIVE SOFTWARE INC  (TTWO)  (CIK 0000946581),7372.0,True
1566044,1,0001628280-23-007900,vyne-20221231.htm,2023-03-14,10-K,10-K,10-K,10-K,2022-12-31,VYNE Therapeutics Inc.  (VYNE)  (CIK 0001566044),2834.0,True
1508348,1,0001437749-23-035268,acan20230930_10k.htm,2023-12-22,10-K,10-K,10-K,FORM 10-K,2023-09-30,"AmeriCann, Inc.  (ACAN)  (CIK 0001508348)",8742.0,True
1749849,1,0001213900-23-088393,f10k2023_organicagri.htm,2023-11-17,10-K,10-K,10-K,ANNUAL REPORT,2023-03-31,Organic Agricultural Co Ltd  (OGAA)  (CIK 0001749849),100.0,True
1833756,1,0001628280-23-009545,drs-20221231.htm,2023-03-28,10-K,10-K,10-K,10-K,2022-12-31,"Leonardo DRS, Inc.  (DRS)  (CIK 0001833756)",3812.0,True
1814215,1,0000950170-23-011357,buru-20221231.htm,2023-03-31,10-K,10-K,10-K,10-K,2022-12-31,"Nuburu, Inc.  (BURU, BURUW)  (CIK 0001814215)",3690.0,True
1253176,1,0000950170-23-004131,vapo-20221231.htm,2023-02-23,10-K,10-K,10-K,10-K,2022-12-31,VAPOTHERM INC  (VAPO)  (CIK 0001253176),3841.0,True
1866581,1,0001866581-23-000038,bros-20221231.htm,2023-02-27,10-K,10-K,10-K,10-K,2022-12-31,Dutch Bros Inc.  (BROS)  (CIK 0001866581),5810.0,True
1024305,1,0001024305-23-000060,coty-20230630.htm,2023-08-22,10-K,10-K,10-K,10-K,2023-06-30,COTY INC.  (COTY)  (CIK 0001024305),2844.0,True
28823,1,0000028823-23-000078,dbd-20221231.htm,2023-03-16,10-K,10-K,10-K,10-K,2022-12-31,"DIEBOLD NIXDORF, Inc  (DBD)  (CIK 0000028823)",3578.0,True
909494,1,0001437749-23-006745,tcx20221231b_10k.htm,2023-03-15,10-K,10-K,10-K,FORM 10-K,2022-12-31,TUCOWS INC /PA/  (TCX)  (CIK 0000909494),7374.0,True
1413447,1,0001413447-23-000006,nxpi-20221231.htm,2023-03-01,10-K,10-K,10-K,10-K,2022-12-31,NXP Semiconductors N.V.  (NXPI)  (CIK 0001413447),3674.0,True
1381871,1,0001575872-23-000553,bomo-20221231.htm,2023-04-13,10-K,10-K,10-K,FORM 10-K,2022-12-31,"bowmo, Inc.  (BOMO)  (CIK 0001381871)",3751.0,True
888981,1,0001553350-23-000229,nnup_10k.htm,2023-03-31,10-K,10-K,10-K,ANNUAL REPORT,2022-12-31,NOCOPI TECHNOLOGIES INC/MD/  (NNUP)  (CIK 0000888981),3944.0,True
793733,1,0001558370-23-001442,skyw-20221231x10k.htm,2023-02-16,10-K,10-K,10-K,10-K,2022-12-31,SKYWEST INC  (SKYW)  (CIK 0000793733),4512.0,True
1895262,2,0001628280-23-007260,ne-20221231.htm,2023-03-09,10-K,10-K,10-K,10-K,2022-12-31,"Noble Corp plc  (NE, NBLWF, NE-WT, NE-WTA)  (CIK 0001895262)",1381.0,True
1601046,1,0001601046-23-000134,keys-20231031.htm,2023-12-15,10-K,10-K,10-K,10-K,2023-10-31,"Keysight Technologies, Inc.  (KEYS)  (CIK 0001601046)",3823.0,True
1438231,1,0001437749-23-005216,dmrc20221231_10k.htm,2023-03-02,10-K,10-K,10-K,FORM 10-K,2022-12-31,Digimarc CORP  (DMRC)  (CIK 0001438231),7373.0,True
1910139,1,0001104659-23-030588,mbly-20221231x10k.htm,2023-03-09,10-K,10-K,10-K,FORM 10-K,2022-12-31,Mobileye Global Inc.  (MBLY)  (CIK 0001910139),7372.0,True
866829,1,0000866829-23-000010,hlx-20221231x10k.htm,2023-02-24,10-K,10-K,10-K,10-K,2022-12-31,HELIX ENERGY SOLUTIONS GROUP INC  (HLX)  (CIK 0000866829),1389.0,True
924168,1,0000924168-23-000035,efoi-20221231.htm,2023-03-23,10-K,10-K,10-K,10-K,2022-12-31,"ENERGY FOCUS, INC/DE  (EFOI)  (CIK 0000924168)",3640.0,True
1620179,1,0001558370-23-005350,xela-20221231x10k.htm,2023-04-03,10-K,10-K,10-K,10-K,2022-12-31,"Exela Technologies, Inc.  (XELA, XELAP)  (CIK 0001620179)",7389.0,True
1698990,1,0001698990-23-000010,mgy-20221231.htm,2023-02-16,10-K,10-K,10-K,10-K,2022-12-31,Magnolia Oil & Gas Corp  (MGY)  (CIK 0001698990),1311.0,True
1232524,1,0001232524-23-000015,jazz-20221231.htm,2023-03-01,10-K,10-K,10-K,10-K,2022-12-31,Jazz Pharmaceuticals plc  (JAZZ)  (CIK 0001232524),2834.0,True
822663,1,0001753926-23-000213,g083417_10k.htm,2023-02-28,10-K,10-K,10-K,10-K,2022-12-31,INTER PARFUMS INC  (IPAR)  (CIK 0000822663),2844.0,True
1674440,1,0001493152-23-017930,form10-k.htm,2023-05-17,10-K,10-K,10-K,,2022-04-30,Connexa Sports Technologies Inc.  (YYAI)  (CIK 0001674440),3949.0,True
277509,1,0000277509-23-000004,fss-20221231.htm,2023-03-01,10-K,10-K,10-K,FORM 10-K,2022-12-31,FEDERAL SIGNAL CORP /DE/  (FSS)  (CIK 0000277509),3711.0,True
1109357,8,0001109357-23-000018,exc-20221231.htm,2023-02-14,10-K,10-K,10-K,10-K,2022-12-31,EXELON CORP  (EXC)  (CIK 0001109357),4931.0,True
1447380,1,0001437749-23-008892,mobv20221231_10k.htm,2023-04-03,10-K,10-K,10-K,FORM 10-K,2022-12-31,MOBIVITY HOLDINGS CORP.  (MFON)  (CIK 0001447380),7372.0,True
1055726,1,0001055726-23-000010,ino-20221231.htm,2023-03-01,10-K,10-K,10-K,10-K,2022-12-31,"INOVIO PHARMACEUTICALS, INC.  (INO)  (CIK 0001055726)",3841.0,True
1096056,1,0001096056-23-000009,lxfr-20221231.htm,2023-03-01,10-K,10-K,10-K,10-K,2022-12-31,LUXFER HOLDINGS PLC  (LXFR)  (CIK 0001096056),2810.0,True
1074828,1,0001654954-23-015760,knwn_10k.htm,2023-12-19,10-K,10-K,10-K,FORM 10-K,2023-09-30,"KNOW LABS, INC.  (KNW)  (CIK 0001074828)",3829.0,True
1491419,1,0001213900-23-053022,lvo-20230331.htm,2023-06-29,10-K,10-K,10-K,10-K,2023-03-31,"LiveOne, Inc.  (LVO)  (CIK 0001491419)",5812.0,True
82020,1,0001558370-23-001894,uslm-20221231x10k.htm,2023-02-23,10-K,10-K,10-K,10-K,2022-12-31,UNITED STATES LIME & MINERALS INC  (USLM)  (CIK 0000082020),1400.0,True
914156,1,0001171843-23-001734,ufpt20221231_10k.htm,2023-03-16,10-K,10-K,10-K,FORM 10-K,2022-12-31,UFP TECHNOLOGIES INC  (UFPT)  (CIK 0000914156),3841.0,True
1023459,1,0001023459-23-000124,simu-20230831.htm,2023-10-27,10-K,10-K,10-K,10-K,2023-08-31,"Simulations Plus, Inc.  (SLP)  (CIK 0001023459)",7373.0,True
945841,1,0000945841-23-000015,pool-20221231.htm,2023-02-24,10-K,10-K,10-K,POOL 2022 FORM 10-K,2022-12-31,POOL CORP  (POOL)  (CIK 0000945841),5090.0,True
1126328,1,0001104659-23-022860,pfg-20221231x10k.htm,2023-02-16,10-K,10-K,10-K,FORM 10-K,2022-12-31,PRINCIPAL FINANCIAL GROUP INC  (PFG)  (CIK 0001126328),6321.0,True
1057379,1,0000950170-23-005957,hckt-20221230.htm,2023-03-03,10-K,10-K,10-K,10-K,2022-12-30,"HACKETT GROUP, INC.  (HCKT)  (CIK 0001057379)",8742.0,True
704172,1,0001493152-23-001450,form10-k.htm,2023-01-13,10-K,10-K,10-K,,2022-06-30,PHI GROUP INC  (PHIL)  (CIK 0000704172),8741.0,True
1627469,1,0001599916-23-000056,photozou_10k22o.htm,2023-03-17,10-K,10-K,10-K,10-K,2022-11-30,"Photozou Holdings, Inc.  (PTZH)  (CIK 0001627469)",7310.0,True
704172,1,0001493152-23-037178,form10-k.htm,2023-10-13,10-K,10-K,10-K,,2023-06-30,PHI GROUP INC  (PHIL)  (CIK 0000704172),8741.0,True
1517375,1,0001517375-23-000019,spt-20221231.htm,2023-02-22,10-K,10-K,10-K,10-K,2022-12-31,"Sprout Social, Inc.  (SPT)  (CIK 0001517375)",7372.0,True
1085913,1,0001140361-23-011796,brhc10049536_10k.htm,2023-03-15,10-K,10-K,10-K,10-K,2022-12-31,FARMERS & MERCHANTS BANCORP  (FMCB)  (CIK 0001085913),6021.0,True
1077688,1,0001185185-23-000346,hookerfurn20230129_10k.htm,2023-04-14,10-K,10-K,10-K,FORM 10-K,2023-01-29,HOOKER FURNISHINGS Corp  (HOFT)  (CIK 0001077688),2510.0,True
1941536,1,0001193125-23-074792,d479797d10k.htm,2023-03-20,10-K,10-K,10-K,FORM 10-K,2022-12-31,"Bridger Aerospace Group Holdings, Inc.  (BAER, BAERW)  (CIK 0001941536)",7389.0,True
1357615,1,0001357615-23-000030,kbr-20221231.htm,2023-02-17,10-K,10-K,10-K,10-K,2022-12-31,"KBR, INC.  (KBR)  (CIK 0001357615)",1600.0,True
1496443,1,0001683168-23-001661,paysign_i10k-123122.htm,2023-03-22,10-K,10-K,10-K,FORM 10-K,2022-12-31,"Paysign, Inc.  (PAYS)  (CIK 0001496443)",7389.0,True
1737372,1,0001213900-23-048561,f10k2022_sysorexinc.htm,2023-06-13,10-K,10-K,10-K,ANNUAL REPORT,2022-12-31,"Sysorex, Inc.  (SYSX)  (CIK 0001737372)",7371.0,True
10254,1,0000010254-23-000058,este-20221231.htm,2023-03-08,10-K,10-K,10-K,10-K,2022-12-31,EARTHSTONE ENERGY INC  (CIK 0000010254),1311.0,True
1477333,1,0001477333-23-000017,cloud-20221231.htm,2023-02-24,10-K,10-K,10-K,10-K,2022-12-31,"Cloudflare, Inc.  (NET)  (CIK 0001477333)",7372.0,True
875729,1,0001079973-23-001327,bion_10k-063023.htm,2023-09-28,10-K,10-K,10-K,FORM 10-K,2023-06-30,BION ENVIRONMENTAL TECHNOLOGIES INC  (BNET)  (CIK 0000875729),2870.0,True
1533998,1,0001558370-23-003240,drio-20221231x10k.htm,2023-03-09,10-K,10-K,10-K,10-K,2022-12-31,DarioHealth Corp.  (DRIO)  (CIK 0001533998),3841.0,True
319016,1,0001564590-23-005716,fzmd-10k_20221231.htm,2023-04-14,10-K,10-K,10-K,10-K,2022-12-31,"Fuse Medical, Inc.  (FZMD)  (CIK 0000319016)",5047.0,True
886835,1,0000950170-23-008104,spn-20221231.htm,2023-03-15,10-K,10-K,10-K,10-K,2022-12-31,SUPERIOR ENERGY SERVICES INC  (CIK 0000886835),1389.0,True
722572,1,0001683168-23-006813,franklin_i10k-063023.htm,2023-09-28,10-K,10-K,10-K,FORM 10-K FOR JUNE 2023,2023-06-30,FRANKLIN WIRELESS CORP  (FKWL)  (CIK 0000722572),3661.0,True
1074902,1,0001074902-23-000046,lcnb-20221231.htm,2023-03-15,10-K,10-K,10-K,10-K,2022-12-31,LCNB CORP  (LCNB)  (CIK 0001074902),6021.0,True
909724,1,0001140361-23-015325,brhc10050479_10k.htm,2023-03-31,10-K,10-K,10-K,10-K,2022-12-31,TANDY LEATHER FACTORY INC  (TLF)  (CIK 0000909724),3100.0,True
1674168,1,0001628280-23-005817,hgv-20221231.htm,2023-03-01,10-K,10-K,10-K,10-K,2022-12-31,Hilton Grand Vacations Inc.  (HGV)  (CIK 0001674168),7000.0,True
903129,1,0000950170-23-004405,thrm-20221231.htm,2023-02-24,10-K,10-K,10-K,10-K,2022-12-31,GENTHERM Inc  (THRM)  (CIK 0000903129),3714.0,True
1526119,1,0001558370-23-003738,vstm-20221231x10k.htm,2023-03-14,10-K,10-K,10-K,10-K,2022-12-31,"Verastem, Inc.  (VSTM)  (CIK 0001526119)",2834.0,True
928465,1,0001558370-23-018285,dit-20230930x10k.htm,2023-11-08,10-K,10-K,10-K,10-K,2023-09-30,AMCON DISTRIBUTING CO  (DIT)  (CIK 0000928465),5141.0,True
813672,1,0000813672-24-000034,cdns-20231231.htm,2024-02-14,10-K,10-K,10-K,10-K,2023-12-31,CADENCE DESIGN SYSTEMS INC  (CDNS)  (CIK 0000813672),7372.0,True
1071739,1,0001071739-24-000037,cnc-20231231.htm,2024-02-20,10-K,10-K,10-K,10-K,2023-12-31,CENTENE CORP  (CNC)  (CIK 0001071739),6324.0,True
1049502,1,0000950170-24-021071,mksi-20231231.htm,2024-02-27,10-K,10-K,10-K,10-K,2023-12-31,MKS INSTRUMENTS INC  (MKSI)  (CIK 0001049502),3823.0,True
883241,1,0000883241-24-000024,snps-20241031.htm,2024-12-19,10-K,10-K,10-K,10-K,2024-10-31,SYNOPSYS INC  (SNPS)  (CIK 0000883241),7372.0,True
1567514,1,0001628280-24-006156,itci-20231231.htm,2024-02-22,10-K,10-K,10-K,10-K,2023-12-31,"Intra-Cellular Therapies, Inc.  (ITCI)  (CIK 0001567514)",2834.0,True
910329,1,0001628280-24-005620,med-20231231.htm,2024-02-20,10-K,10-K,10-K,10-K,2023-12-31,MEDIFAST INC  (MED)  (CIK 0000910329),2090.0,True
774415,1,0001683168-24-004875,krfg_i10k-033124.htm,2024-07-16,10-K,10-K,10-K,FORM 10-K FOR MARCH 2024,2024-03-31,OneSolution Technology Inc.  (KRFG)  (CIK 0000774415),3612.0,True
91142,1,0000091142-24-000041,aos-20231231.htm,2024-02-13,10-K,10-K,10-K,10-K,2023-12-31,SMITH A O CORP  (AOS)  (CIK 0000091142),3630.0,True
1805651,1,0001628280-24-009542,mktw-20231231.htm,2024-03-07,10-K,10-K,10-K,10-K,2023-12-31,"MARKETWISE, INC.  (MKTW)  (CIK 0001805651)",7372.0,True
1571949,1,0001571949-24-000007,ice-20231231.htm,2024-02-08,10-K,10-K,10-K,10-K,2023-12-31,"Intercontinental Exchange, Inc.  (ICE)  (CIK 0001571949)",6200.0,True
719135,1,0000719135-24-000016,apyx-20231231.htm,2024-03-21,10-K,10-K,10-K,10-K,2023-12-31,Apyx Medical Corp  (APYX)  (CIK 0000719135),3841.0,True
1739104,1,0001739104-24-000009,elan-20231231.htm,2024-02-26,10-K,10-K,10-K,"10-K FOR THE YEAR ENDED DECEMBER 31, 2023",2023-12-31,Elanco Animal Health Inc  (ELAN)  (CIK 0001739104),2834.0,True
784539,1,0001410578-24-002066,eaco-20240831x10k.htm,2024-11-29,10-K,10-K,10-K,10-K,2024-08-31,EACO CORP  (EACO)  (CIK 0000784539),5065.0,True
320340,1,0001437749-24-006215,ins20231231_10k.htm,2024-03-01,10-K,10-K,10-K,FORM 10-K,2023-12-31,CoreCard Corp  (CCRD)  (CIK 0000320340),7372.0,True
1572616,1,0000950170-24-038866,fractyl_23_10-k.htm,2024-04-01,10-K,10-K,10-K,10-K,2023-12-31,"FRACTYL HEALTH, INC.  (GUTS)  (CIK 0001572616)",3841.0,True
1698022,1,0001437749-24-007276,fmfg20231231_10k.htm,2024-03-11,10-K,10-K,10-K,FORM 10-K,2023-12-31,"Farmers & Merchants Bancshares, Inc.  (FMFG)  (CIK 0001698022)",6036.0,True
764195,1,0001493152-24-014744,form10-k.htm,2024-04-16,10-K,10-K,10-K,,2023-12-31,VBI Vaccines Inc/BC  (VBIVQ)  (CIK 0000764195),2834.0,True
1773383,1,0001773383-24-000076,dt-20240331.htm,2024-05-23,10-K,10-K,10-K,10-K,2024-03-31,"Dynatrace, Inc.  (DT)  (CIK 0001773383)",7372.0,True
1489393,1,0001489393-24-000012,lyb-20231231.htm,2024-02-22,10-K,10-K,10-K,10-K,2023-12-31,LyondellBasell Industries N.V.  (LYB)  (CIK 0001489393),2860.0,True
836147,1,0001437749-24-009864,mbcn20231231d_10k.htm,2024-03-28,10-K,10-K,10-K,FORM 10-K,2023-12-31,MIDDLEFIELD BANC CORP  (MBCN)  (CIK 0000836147),6022.0,True
1754820,1,0001558370-24-003411,dm-20231231x10k.htm,2024-03-15,10-K,10-K,10-K,10-K,2023-12-31,"Desktop Metal, Inc.  (DM)  (CIK 0001754820)",3559.0,True
1257640,1,0001558370-24-002607,kro-20231231x10k.htm,2024-03-06,10-K,10-K,10-K,10-K,2023-12-31,KRONOS WORLDWIDE INC  (KRO)  (CIK 0001257640),2810.0,True
1290658,1,0001683168-24-004655,iiot_i10k-123123.htm,2024-07-03,10-K,10-K,10-K,FORM 10-K,2023-12-31,"IIOT-OXYS, Inc.  (ITOX)  (CIK 0001290658)",7372.0,True
1057379,1,0000950170-24-023702,hckt-20231229.htm,2024-03-01,10-K,10-K,10-K,10-K,2023-12-29,"HACKETT GROUP, INC.  (HCKT)  (CIK 0001057379)",8742.0,True
1530721,1,0001530721-24-000041,cpri-20240330.htm,2024-05-29,10-K,10-K,10-K,10-K,2024-03-30,Capri Holdings Ltd  (CPRI)  (CIK 0001530721),3100.0,True
1615063,1,0001493152-24-014609,form10-k.htm,2024-04-15,10-K,10-K,10-K,,2023-12-31,"Inspired Entertainment, Inc.  (INSE)  (CIK 0001615063)",7372.0,True
1814215,1,0000950170-24-044503,buru-20231231.htm,2024-04-15,10-K,10-K,10-K,10-K,2023-12-31,"Nuburu, Inc.  (BURU, BURUW)  (CIK 0001814215)",3690.0,True
1836981,1,0001628280-24-011538,bbai-20231231.htm,2024-03-15,10-K,10-K,10-K,10-K,2023-12-31,"BigBear.ai Holdings, Inc.  (BBAI, BBAI-WT)  (CIK 0001836981)",7372.0,True
915358,1,0000915358-24-000010,sgma-20240430x10k.htm,2024-09-03,10-K,10-K,10-K,10-K,2024-04-30,SIGMATRON INTERNATIONAL INC  (SGMA)  (CIK 0000915358),3672.0,True
1769804,1,0001628280-24-013117,augx-20231231.htm,2024-03-26,10-K,10-K,10-K,10-K,2023-12-31,"Augmedix, Inc.  (AUGX)  (CIK 0001769804)",7389.0,True
55135,1,0000055135-24-000007,kelya-20231231.htm,2024-02-20,10-K,10-K,10-K,10-K,2023-12-31,"KELLY SERVICES INC  (KELYA, KELYB)  (CIK 0000055135)",7363.0,True
732712,1,0000732712-24-000010,vz-20231231.htm,2024-02-09,10-K,10-K,10-K,10-K,2023-12-31,VERIZON COMMUNICATIONS INC  (VZ)  (CIK 0000732712),4813.0,True
1814287,1,0001814287-24-000028,abl-20231231.htm,2024-03-21,10-K,10-K,10-K,10-K,2023-12-31,"Abacus Life, Inc.  (ABL, ABLLL, ABLLW)  (CIK 0001814287)",6282.0,True
1164727,1,0001164727-24-000016,nem-20231231.htm,2024-02-29,10-K,10-K,10-K,10-K,2023-12-31,"NEWMONT Corp /DE/  (NEM, NEMCL)  (CIK 0001164727)",1040.0,True
85961,1,0000085961-24-000030,r-20231231.htm,2024-02-20,10-K,10-K,10-K,10-K,2023-12-31,RYDER SYSTEM INC  (R)  (CIK 0000085961),7510.0,True
1819493,1,0001819493-24-000050,xos-20231231.htm,2024-03-29,10-K,10-K,10-K,10-K,2023-12-31,"Xos, Inc.  (XOS, XOSWW)  (CIK 0001819493)",3714.0,True
1625641,1,0001625641-24-000043,law-20231231.htm,2024-02-22,10-K,10-K,10-K,10-K,2023-12-31,"CS Disco, Inc.  (LAW)  (CIK 0001625641)",7372.0,True
810332,1,0000950170-24-007799,mesa-20230930.htm,2024-01-26,10-K,10-K,10-K,10-K,2023-09-30,MESA AIR GROUP INC  (MESA)  (CIK 0000810332),4512.0,True
775057,1,0001096906-24-002215,altx-20240930.htm,2024-11-29,10-K,10-K,10-K,ALTEX INDUSTRIES INC - FORM 10-K SEC FILING,2024-09-30,ALTEX INDUSTRIES INC  (ALTX)  (CIK 0000775057),1311.0,True
1401257,1,0001401257-24-000038,fet-20231231.htm,2024-03-05,10-K,10-K,10-K,10-K,2023-12-31,"FORUM ENERGY TECHNOLOGIES, INC.  (FET)  (CIK 0001401257)",3533.0,True
856982,1,0000856982-24-000015,mmsi-20231231x10k.htm,2024-02-28,10-K,10-K,10-K,10-K,2023-12-31,MERIT MEDICAL SYSTEMS INC  (MMSI)  (CIK 0000856982),3841.0,True
1941365,1,0001941365-24-000021,mbc-20231231.htm,2024-02-27,10-K,10-K,10-K,10-K,2023-12-31,"MasterBrand, Inc.  (MBC)  (CIK 0001941365)",2511.0,True
1401667,1,0001437749-24-006121,pbyi20231231_10k.htm,2024-02-29,10-K,10-K,10-K,FORM 10-K,2023-12-31,"PUMA BIOTECHNOLOGY, INC.  (PBYI)  (CIK 0001401667)",2834.0,True
1444380,1,0000950170-24-019464,nvro-20231231.htm,2024-02-23,10-K,10-K,10-K,10-K,2023-12-31,NEVRO CORP  (NVRO)  (CIK 0001444380),3841.0,True
