form,name,cik,date,adsh
10-K,Energy Services of America CORP,1357971,2014-12-18,0001571049-14-007317
10-K,Energy Services of America CORP,1357971,2015-12-17,0001571049-15-010029
10-K,Energy Services of America CORP,1357971,2016-12-15,0001571049-16-020673
10-K,Energy Services of America CORP,1357971,2017-12-15,0001144204-17-063923
10-K,Energy Services of America CORP,1357971,2018-12-28,0001144204-18-066521
10-K,Energy Services of America CORP,1357971,2019-12-20,0001104659-19-074753
10-K,Energy Services of America CORP,1357971,2021-01-05,0001104659-21-000500
10-K,Energy Services of America CORP,1357971,2021-12-29,0001410578-21-000612
10-K,Energy Services of America CORP,1357971,2022-12-22,0001410578-22-003581
10-K,Energy Services of America CORP,1357971,2024-01-16,0001410578-24-000014
10-K,Energy Services of America CORP,1357971,2024-12-19,0001410578-24-002104
10-K,Energy Services of America CORP,1357971,2025-12-15,0001104659-25-121185
10-K,Hanesbrands Inc.,1359841,2009-02-11,0000950144-09-001148
10-K,Hanesbrands Inc.,1359841,2010-02-09,0000950123-10-010369
10-K,Hanesbrands Inc.,1359841,2011-02-16,0000950123-11-014418
10-K,Hanesbrands Inc.,1359841,2012-02-17,0001193125-12-066795
10-K,Hanesbrands Inc.,1359841,2013-02-06,0001193125-13-041391
10-K,Hanesbrands Inc.,1359841,2014-02-06,0001359841-14-000005
10-K,Hanesbrands Inc.,1359841,2015-02-06,0001359841-15-000039
10-K,Hanesbrands Inc.,1359841,2016-02-05,0001359841-16-000342
10-K,Hanesbrands Inc.,1359841,2017-02-03,0001359841-17-000040
10-K,Hanesbrands Inc.,1359841,2018-02-09,0001359841-18-000018
10-K,Hanesbrands Inc.,1359841,2019-02-11,0001359841-19-000025
10-K,Hanesbrands Inc.,1359841,2020-02-11,0001359841-20-000027
10-K,Hanesbrands Inc.,1359841,2021-02-12,0001359841-21-000085
10-K,Hanesbrands Inc.,1359841,2022-02-16,0001359841-22-000094
10-K,Hanesbrands Inc.,1359841,2023-02-08,0001359841-23-000011
10-K,Hanesbrands Inc.,1359841,2024-02-16,0001359841-24-000010
10-K,Hanesbrands Inc.,1359841,2025-02-14,0001359841-25-000008
10-K,"Affinion Group, Inc.",1361394,2009-02-27,0001193125-09-039525
10-K,"Affinion Group, Inc.",1361394,2010-02-26,0001193125-10-041525
10-K,"Affinion Group, Inc.",1361394,2011-03-04,0001193125-11-055272
10-K,"Affinion Group, Inc.",1361394,2012-03-01,0001193125-12-092216
10-K,"Affinion Group, Inc.",1361394,2013-02-28,0001193125-13-084203
10-K,"Affinion Group, Inc.",1361394,2014-02-27,0001564590-14-000413
10-K,"Affinion Group, Inc.",1361394,2015-03-19,0001564590-15-001826
10-K,"Affinion Group, Inc.",1361394,2016-03-10,0001564590-16-014383
10-K,"Affinion Group, Inc.",1361394,2017-03-31,0001564590-17-005822
10-K,MAVENIR SYSTEMS INC,1361470,2014-02-21,0001193125-14-062694
10-K,MAVENIR SYSTEMS INC,1361470,2015-03-03,0001361470-15-000018
10-K,ORBCOMM Inc.,1361983,2009-03-16,0000950123-09-004739
10-K,ORBCOMM Inc.,1361983,2010-03-16,0000950123-10-025182
10-K,ORBCOMM Inc.,1361983,2011-03-16,0000950123-11-026030
10-K,ORBCOMM Inc.,1361983,2012-03-15,0001193125-12-117588
10-K,ORBCOMM Inc.,1361983,2013-03-18,0001193125-13-112208
10-K,ORBCOMM Inc.,1361983,2014-03-17,0001193125-14-101599
10-K,ORBCOMM Inc.,1361983,2015-03-16,0001193125-15-091652
10-K,ORBCOMM Inc.,1361983,2016-03-10,0001564590-16-014335
10-K,ORBCOMM Inc.,1361983,2017-03-03,0001564590-17-003356
10-K,ORBCOMM Inc.,1361983,2018-03-01,0001564590-18-003995
10-K,ORBCOMM Inc.,1361983,2019-03-01,0001564590-19-005754
10-K,ORBCOMM Inc.,1361983,2020-02-28,0001564590-20-007765
10-K,ORBCOMM Inc.,1361983,2021-02-25,0001564590-21-008963
10-K,SXC Health Solutions Corp.,1363851,2009-03-13,0000950123-09-004593
10-K,SXC Health Solutions Corp.,1363851,2010-03-05,0000950123-10-021515
10-K,SXC Health Solutions Corp.,1363851,2011-02-25,0001363851-11-000013
10-K,SXC Health Solutions Corp.,1363851,2012-02-24,0001363851-12-000010
10-K,Catamaran Corp,1363851,2013-03-01,0001363851-13-000007
10-K,Catamaran Corp,1363851,2014-03-03,0001363851-14-000006
10-K,Catamaran Corp,1363851,2015-03-02,0001363851-15-000013
10-K,EAGLE ROCK ENERGY PARTNERS L P,1364541,2009-03-13,0001140361-09-006954
10-K,EAGLE ROCK ENERGY PARTNERS L P,1364541,2010-03-09,0001364541-10-000013
10-K,EAGLE ROCK ENERGY PARTNERS L P,1364541,2011-03-11,0001364541-11-000017
10-K,EAGLE ROCK ENERGY PARTNERS L P,1364541,2012-02-29,0001364541-12-000008
10-K,EAGLE ROCK ENERGY PARTNERS L P,1364541,2013-03-01,0001364541-13-000022
10-K,EAGLE ROCK ENERGY PARTNERS L P,1364541,2014-03-03,0001364541-14-000028
10-K,EAGLE ROCK ENERGY PARTNERS L P,1364541,2015-03-02,0001364541-15-000017
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2009-02-20,0000950134-09-003379
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2010-02-26,0000950123-10-018396
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2011-02-22,0000950123-11-016606
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2012-02-23,0001047469-12-001363
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2013-03-01,0001047469-13-001981
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2014-02-19,0001047469-14-001034
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2015-02-13,0001628280-15-000760
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2016-02-12,0001628280-16-011138
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2017-02-10,0001628280-17-001120
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2018-02-09,0001628280-18-001356
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2019-02-08,0001628280-19-001118
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2020-02-28,0001628280-20-002543
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2021-02-25,0001628280-21-003321
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2022-02-15,0001628280-22-002704
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2023-02-17,0001628280-23-004051
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2024-02-22,0001628280-24-006331
10-K,"Spirit AeroSystems Holdings, Inc.",1364885,2025-02-28,0001628280-25-009088
10-K,Primo Water Corp,1365101,2011-03-30,0000950123-11-030888
10-K,Primo Water Corp,1365101,2012-03-15,0001140361-12-016012
10-K,Primo Water Corp,1365101,2013-03-22,0001140361-13-013741
10-K,Primo Water Corp,1365101,2014-03-17,0001140361-14-013050
10-K,Primo Water Corp,1365101,2015-03-16,0001140361-15-011958
10-K,Primo Water Corp,1365101,2016-03-09,0001140361-16-057208
10-K,Primo Water Corp,1365101,2017-03-16,0001437749-17-004742
10-K,Primo Water Corp,1365101,2018-03-07,0001437749-18-004109
10-K,Primo Water Corp,1365101,2019-03-06,0001437749-19-004167
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2009-03-16,0000950133-09-000755
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2010-03-15,0000950123-10-024764
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2011-03-08,0001144204-11-013518
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2012-03-15,0001144204-12-015229
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2013-03-18,0001144204-13-015904
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2014-03-12,0001171843-14-001213
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2015-03-09,0001171843-15-001318
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2016-03-11,0001171843-16-008505
10-K,"Sucampo Pharmaceuticals, Inc.",1365216,2017-03-08,0001171843-17-001354
10-K,GLU MOBILE INC,1366246,2009-03-13,0000891618-09-000089
10-K,GLU MOBILE INC,1366246,2010-03-31,0000950123-10-030842
10-K,GLU MOBILE INC,1366246,2011-03-21,0000950123-11-027402
10-K,GLU MOBILE INC,1366246,2012-03-14,0001193125-12-115191
10-K,GLU MOBILE INC,1366246,2013-03-15,0001193125-13-109950
10-K,GLU MOBILE INC,1366246,2014-03-14,0001193125-14-100352
10-K,GLU MOBILE INC,1366246,2015-03-13,0001558370-15-000352
10-K,GLU MOBILE INC,1366246,2016-03-04,0001558370-16-003851
10-K,GLU MOBILE INC,1366246,2017-03-10,0001558370-17-001621
10-K,GLU MOBILE INC,1366246,2018-03-09,0001558370-18-001808
10-K,GLU MOBILE INC,1366246,2019-02-28,0001558370-19-001331
10-K,GLU MOBILE INC,1366246,2020-02-28,0001558370-20-001804
10-K,GLU MOBILE INC,1366246,2021-02-26,0001558370-21-002009
10-K,"Juhl Wind, Inc",1366312,2009-03-31,0001144204-09-017901
10-K,"Juhl Wind, Inc",1366312,2010-03-31,0001144204-10-017464
10-K,"Juhl Wind, Inc",1366312,2011-03-31,0001437749-11-001970
10-K,"Juhl Wind, Inc",1366312,2012-03-30,0001437749-12-003142
10-K,"Juhl Energy, Inc",1366312,2013-04-01,0001437749-13-003794
10-K,"Juhl Energy, Inc",1366312,2014-04-07,0001437749-14-006205
10-K,"Juhl Energy, Inc",1366312,2015-04-03,0001437749-15-006815
10-K,"EXTERRAN PARTNERS, L.P.",1367064,2009-02-26,0000950129-09-000641
10-K,"EXTERRAN PARTNERS, L.P.",1367064,2010-02-25,0000950123-10-017188
10-K,"EXTERRAN PARTNERS, L.P.",1367064,2011-02-24,0000950123-11-017957
10-K,"EXTERRAN PARTNERS, L.P.",1367064,2012-02-24,0001193125-12-075848
10-K,"EXTERRAN PARTNERS, L.P.",1367064,2013-02-26,0001104659-13-014352
10-K,"EXTERRAN PARTNERS, L.P.",1367064,2014-02-26,0001104659-14-013256
10-K,"EXTERRAN PARTNERS, L.P.",1367064,2015-02-26,0001104659-15-014357
10-K,"Archrock Partners, L.P.",1367064,2016-02-29,0001367064-16-000027
10-K,"Archrock Partners, L.P.",1367064,2017-02-23,0001367064-17-000014
10-K,"Archrock Partners, L.P.",1367064,2018-02-22,0001367064-18-000006
10-K,"Archrock Partners, L.P.",1367064,2019-02-20,0001367064-19-000003
10-K,"Archrock Partners, L.P.",1367064,2020-02-21,0001367064-20-000003
10-K,Alberto-Culver CO,1368457,2009-11-24,0001193125-09-241446
10-K,Alberto-Culver CO,1368457,2010-11-23,0001193125-10-267609
10-K,"R&R ACQUISITION VI, INC",1368514,2009-09-24,0000930413-09-004889
10-K,"R&R ACQUISITION VI, INC",1368514,2010-09-23,0001144204-10-050666
10-K,"R&R ACQUISITION VI, INC",1368514,2011-09-27,0001144204-11-054936
10-K,"ADMA BIOLOGICS, INC.",1368514,2013-03-06,0001193805-13-000585
10-K,"ADMA BIOLOGICS, INC.",1368514,2014-03-28,0001193805-14-000641
10-K,"ADMA BIOLOGICS, INC.",1368514,2015-03-09,0001193805-15-000352
10-K,"ADMA BIOLOGICS, INC.",1368514,2016-03-23,0001193805-16-002889
10-K,"ADMA BIOLOGICS, INC.",1368514,2017-02-24,0001193805-17-000330
10-K,"ADMA BIOLOGICS, INC.",1368514,2018-03-29,0001193805-18-000470
10-K,"ADMA BIOLOGICS, INC.",1368514,2019-03-13,0001193805-19-000281
10-K,"ADMA BIOLOGICS, INC.",1368514,2020-03-13,0001193805-20-000348
10-K,"ADMA BIOLOGICS, INC.",1368514,2021-03-25,0001193805-21-000411
10-K,"ADMA BIOLOGICS, INC.",1368514,2022-03-24,0001140361-22-011030
10-K,"ADMA BIOLOGICS, INC.",1368514,2023-03-23,0001140361-23-013467
10-K,"ADMA BIOLOGICS, INC.",1368514,2024-02-28,0001140361-24-010147
10-K,"ADMA BIOLOGICS, INC.",1368514,2025-03-18,0001140361-25-009257
10-K,"ADMA BIOLOGICS, INC.",1368514,2026-02-25,0001140361-26-006815
10-K,"Sagent Pharmaceuticals, Inc.",1369786,2012-03-29,0001193125-12-139875
10-K,"Sagent Pharmaceuticals, Inc.",1369786,2013-03-18,0001193125-13-112600
10-K,"Sagent Pharmaceuticals, Inc.",1369786,2014-03-07,0001193125-14-089369
10-K,"Sagent Pharmaceuticals, Inc.",1369786,2015-03-16,0001193125-15-093810
10-K,"Sagent Pharmaceuticals, Inc.",1369786,2016-03-07,0001193125-16-495377
10-K,"Willdan Group, Inc.",1370450,2009-04-02,0001047469-09-003692
10-K,"Willdan Group, Inc.",1370450,2010-03-30,0001047469-10-002972
10-K,"Willdan Group, Inc.",1370450,2011-03-29,0001047469-11-002825
10-K,"Willdan Group, Inc.",1370450,2012-03-29,0001047469-12-003562
10-K,"Willdan Group, Inc.",1370450,2013-03-26,0001047469-13-003407
10-K,"Willdan Group, Inc.",1370450,2014-03-25,0001047469-14-002940
10-K,"Willdan Group, Inc.",1370450,2015-03-31,0001047469-15-003021
10-K,"Willdan Group, Inc.",1370450,2016-03-16,0001558370-16-004177
10-K,"Willdan Group, Inc.",1370450,2017-03-10,0001558370-17-001619
10-K,"Willdan Group, Inc.",1370450,2018-03-09,0001558370-18-001811
10-K,"Willdan Group, Inc.",1370450,2019-03-08,0001558370-19-001690
10-K,"Willdan Group, Inc.",1370450,2020-03-06,0001558370-20-002100
10-K,"Willdan Group, Inc.",1370450,2021-03-17,0001558370-21-003104
10-K,"Willdan Group, Inc.",1370450,2022-03-11,0001558370-22-003337
10-K,"Willdan Group, Inc.",1370450,2023-03-10,0001558370-23-003367
10-K,"Willdan Group, Inc.",1370450,2024-03-08,0001558370-24-002758
10-K,"Willdan Group, Inc.",1370450,2025-03-07,0001558370-25-002429
10-K,"Willdan Group, Inc.",1370450,2026-02-27,0001104659-26-020767
10-K,"WES Consulting, Inc.",1374567,2009-02-18,0001173375-09-000018
10-K,"WES Consulting, Inc.",1374567,2010-10-13,0001144204-10-053614
10-K,"Liberator, Inc.",1374567,2011-10-12,0001144204-11-057485
10-K,"Liberator, Inc.",1374567,2012-10-11,0001017386-12-000312
10-K,"Liberator, Inc.",1374567,2013-09-30,0001017386-13-000246
10-K,"Liberator, Inc.",1374567,2014-09-29,0001017386-14-000259
10-K,"Liberator, Inc.",1374567,2015-10-13,0001017386-15-000267
10-K,"Luvu Brands, Inc.",1374567,2016-09-27,0001017386-16-000540
10-K,"Luvu Brands, Inc.",1374567,2017-10-04,0001017386-17-000216
10-K,"Luvu Brands, Inc.",1374567,2018-10-15,0001017386-18-000279
10-K,"Luvu Brands, Inc.",1374567,2019-10-11,0001017386-19-000274
10-K,"Luvu Brands, Inc.",1374567,2020-10-01,0001017386-20-000391
10-K,"Luvu Brands, Inc.",1374567,2021-09-28,0001654954-21-010471
10-K,"Luvu Brands, Inc.",1374567,2022-10-14,0001654954-22-013718
10-K,"Luvu Brands, Inc.",1374567,2023-10-16,0001654954-23-012955
10-K,"Luvu Brands, Inc.",1374567,2024-09-30,0001654954-24-012491
10-K,"Luvu Brands, Inc.",1374567,2025-10-14,0001654954-25-011757
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2009-03-30,0001279228-09-000033
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2010-03-30,0000950123-10-030094
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2011-03-30,0000950123-11-030696
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2012-03-30,0001193125-12-142757
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2013-04-01,0001193125-13-135695
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2014-03-31,0001564590-14-001187
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2015-03-31,0001564590-15-002228
10-K,Atlas Resources Public #16-2007 (A) L.P.,1374985,2016-04-14,0001564590-16-016230
10-K,NextWave Wireless Inc.,1374993,2009-04-02,0000909518-09-000244
10-K,NextWave Wireless Inc.,1374993,2010-04-02,0000909518-10-000215
10-K,NextWave Wireless Inc.,1374993,2011-03-17,0000909518-11-000124
10-K,NextWave Wireless Inc.,1374993,2012-03-12,0001193125-12-109954
10-K,"ZOGENIX, INC.",1375151,2011-03-04,0001193125-11-056233
10-K,"ZOGENIX, INC.",1375151,2012-03-12,0001193125-12-107960
10-K,"ZOGENIX, INC.",1375151,2013-03-15,0001445305-13-000623
10-K,"ZOGENIX, INC.",1375151,2014-03-07,0001375151-14-000002
10-K,"ZOGENIX, INC.",1375151,2015-03-11,0001375151-15-000004
10-K,"ZOGENIX, INC.",1375151,2016-03-15,0001375151-16-000021
10-K,"ZOGENIX, INC.",1375151,2017-03-10,0001375151-17-000008
10-K,"ZOGENIX, INC.",1375151,2018-03-06,0001375151-18-000006
10-K,"ZOGENIX, INC.",1375151,2019-02-28,0001375151-19-000016
10-K,"ZOGENIX, INC.",1375151,2020-03-02,0001375151-20-000011
10-K,"ZOGENIX, INC.",1375151,2021-03-01,0001375151-21-000012
10-K,"ZOGENIX, INC.",1375151,2022-03-01,0001375151-22-000015
10-K,"Protagonist Therapeutics, Inc",1377121,2017-03-07,0001193125-17-073383
10-K,"Protagonist Therapeutics, Inc",1377121,2018-03-07,0001558370-18-001637
10-K,"Protagonist Therapeutics, Inc",1377121,2019-03-12,0001558370-19-001853
10-K,"Protagonist Therapeutics, Inc",1377121,2020-03-10,0001558370-20-002334
10-K,"Protagonist Therapeutics, Inc",1377121,2021-03-10,0001558370-21-002715
10-K,"Protagonist Therapeutics, Inc",1377121,2022-02-28,0001558370-22-002385
10-K,"Protagonist Therapeutics, Inc",1377121,2023-03-15,0001558370-23-003906
10-K,"Protagonist Therapeutics, Inc",1377121,2024-02-27,0001558370-24-001850
10-K,"Protagonist Therapeutics, Inc",1377121,2025-02-21,0001558370-25-001317
10-K,"Protagonist Therapeutics, Inc",1377121,2026-02-25,0001104659-26-019696
10-K,"Harris Stratex Networks, Inc.",1377789,2009-09-04,0000950123-09-041004
10-K,"AVIAT NETWORKS, INC.",1377789,2010-09-09,0000950123-10-084926
10-K,"AVIAT NETWORKS, INC.",1377789,2011-09-12,0001193125-11-245965
10-K,"AVIAT NETWORKS, INC.",1377789,2012-09-04,0001377789-12-000023
10-K,"AVIAT NETWORKS, INC.",1377789,2013-09-23,0001377789-13-000057
10-K,"AVIAT NETWORKS, INC.",1377789,2014-12-22,0001377789-14-000086
10-K,"AVIAT NETWORKS, INC.",1377789,2015-10-01,0001377789-15-000072
10-K,"AVIAT NETWORKS, INC.",1377789,2016-09-09,0001377789-16-000172
10-K,"AVIAT NETWORKS, INC.",1377789,2017-09-06,0001377789-17-000044
10-K,"AVIAT NETWORKS, INC.",1377789,2018-08-28,0001377789-18-000061
10-K,"AVIAT NETWORKS, INC.",1377789,2019-08-27,0001377789-19-000061
10-K,"AVIAT NETWORKS, INC.",1377789,2020-08-27,0001377789-20-000062
10-K,"AVIAT NETWORKS, INC.",1377789,2021-08-25,0001377789-21-000048
10-K,"AVIAT NETWORKS, INC.",1377789,2022-09-14,0001377789-22-000137
10-K,"AVIAT NETWORKS, INC.",1377789,2023-08-30,0001377789-23-000023
10-K,"AVIAT NETWORKS, INC.",1377789,2024-10-04,0001377789-24-000043
10-K,"AVIAT NETWORKS, INC.",1377789,2025-09-10,0001377789-25-000068
10-K,"AVIAT NETWORKS, INC.",1377789,2026-08-27,0001628280-26-059187
10-K,"Wesco Aircraft Holdings, Inc",1378718,2011-12-05,0001047469-11-009914
10-K,"Wesco Aircraft Holdings, Inc",1378718,2012-11-30,0001047469-12-010888
10-K,"Wesco Aircraft Holdings, Inc",1378718,2013-12-10,0001047469-13-011079
10-K,"Wesco Aircraft Holdings, Inc",1378718,2014-12-01,0001047469-14-009631
10-K,"Wesco Aircraft Holdings, Inc",1378718,2015-11-30,0001104659-15-081971
10-K,"Wesco Aircraft Holdings, Inc",1378718,2016-11-28,0001378718-16-000067
10-K,"Wesco Aircraft Holdings, Inc",1378718,2017-11-29,0001378718-17-000056
10-K,"Wesco Aircraft Holdings, Inc",1378718,2018-11-16,0001378718-18-000058
10-K,"Wesco Aircraft Holdings, Inc",1378718,2019-11-26,0001378718-19-000046
10-K,Atlas America Series 27-2006 LP,1379763,2009-03-30,0001279228-09-000039
10-K,Atlas America Series 27-2006 LP,1379763,2010-03-30,0000950123-10-030058
10-K,Atlas America Series 27-2006 LP,1379763,2011-03-30,0000950123-11-030672
10-K,Atlas America Series 27-2006 LP,1379763,2012-03-30,0001193125-12-142712
10-K,Atlas America Series 27-2006 L.P.,1379763,2013-04-01,0001193125-13-135755
10-K,Atlas America Series 27-2006 L.P.,1379763,2014-03-31,0001564590-14-001165
10-K,Atlas America Series 27-2006 L.P.,1379763,2015-03-31,0001564590-15-002247
10-K,Atlas America Series 27-2006 L.P.,1379763,2016-04-14,0001564590-16-016247
10-K,"BigBand Networks, Inc.",1381325,2009-03-10,0000950134-09-004840
10-K,"BigBand Networks, Inc.",1381325,2010-03-05,0000950123-10-021660
10-K,"BigBand Networks, Inc.",1381325,2011-03-09,0000950123-11-023715
10-K,Domtar CORP,1381531,2009-02-27,0001193125-09-040786
10-K,Domtar CORP,1381531,2010-02-26,0001193125-10-042773
10-K,Domtar CORP,1381531,2011-02-25,0001193125-11-047273
10-K,Domtar CORP,1381531,2012-02-27,0001193125-12-081965
10-K,Domtar CORP,1381531,2013-02-28,0001193125-13-081895
10-K,Domtar CORP,1381531,2014-02-24,0001193125-14-064774
10-K,Domtar CORP,1381531,2015-02-27,0001193125-15-067221
10-K,Domtar CORP,1381531,2016-02-26,0001564590-16-013475
10-K,Domtar CORP,1381531,2017-02-24,0001564590-17-002312
10-K,Domtar CORP,1381531,2018-02-23,0001564590-18-002964
10-K,Domtar CORP,1381531,2019-02-22,0001564590-19-003804
10-K,Domtar CORP,1381531,2020-02-25,0001564590-20-006192
10-K,Domtar CORP,1381531,2021-03-01,0001564590-21-009629
10-K,Domtar CORP,1381531,2022-03-10,0001564590-22-009469
10-K,Domtar CORP,1381531,2023-03-03,0000950170-23-005891
10-K,Domtar CORP,1381531,2024-03-01,0000950170-24-023697
10-K,Domtar CORP,1381531,2025-02-27,0000950170-25-028984
10-K,Domtar CORP,1381531,2026-03-30,0001193125-26-131800
10-K,Action Acquisition CORP,1381805,2009-10-08,0000943440-09-000542
10-K,ORB Automotive,1381805,2010-11-23,0001144204-10-063016
10-K,ORB Automotive,1381805,2011-04-15,0001144204-11-022565
10-K,"Great East Bottles & Drinks (China) Holdings, Inc",1382112,2009-04-23,0001144204-09-022019
10-K,"Great East Bottles & Drinks (China) Holdings, Inc",1382112,2010-03-24,0001424884-10-000034
10-K,"Great East Bottles & Drinks (China) Holdings, Inc",1382112,2011-04-15,0001023175-11-000202
10-K,"GREAT CHINA MANIA HOLDINGS, INC.",1382112,2012-04-16,0001445866-12-000223
10-K,"GREAT CHINA MANIA HOLDINGS, INC.",1382112,2013-03-28,0001445866-13-000263
10-K,"GREAT CHINA MANIA HOLDINGS, INC.",1382112,2014-04-14,0001445866-14-000311
10-K,"GREAT CHINA MANIA HOLDINGS, INC.",1382112,2015-04-10,0001511164-15-000204
10-K,CITY LANGUAGE EXCHANGE INC,1382805,2009-03-23,0001144204-09-015666
10-K,CITY LANGUAGE EXCHANGE INC,1382805,2010-02-25,0001144204-10-009826
10-K,"Game Trading Technologies, Inc.",1382805,2011-04-15,0001013762-11-001042
10-K,"Orexigen Therapeutics, Inc.",1382911,2009-03-13,0001193125-09-053916
10-K,"Orexigen Therapeutics, Inc.",1382911,2010-03-11,0001193125-10-053927
10-K,"Orexigen Therapeutics, Inc.",1382911,2011-03-11,0001193125-11-063548
10-K,"Orexigen Therapeutics, Inc.",1382911,2012-03-13,0001193125-12-111997
10-K,"Orexigen Therapeutics, Inc.",1382911,2013-03-14,0001193125-13-107746
10-K,"Orexigen Therapeutics, Inc.",1382911,2014-03-13,0001193125-14-097515
10-K,"Orexigen Therapeutics, Inc.",1382911,2015-02-27,0001193125-15-069192
10-K,"Orexigen Therapeutics, Inc.",1382911,2016-02-26,0001193125-16-481707
10-K,"Orexigen Therapeutics, Inc.",1382911,2017-03-30,0001564590-17-005547
10-K,Search By Headlines.com Inc.,1383097,2009-10-29,0001062993-09-003772
10-K,SEARCH BY HEADLINES.COM CORP.,1383097,2010-10-28,0001062993-10-003472
10-K,SEARCH BY HEADLINES.COM CORP.,1383097,2011-10-14,0001062993-11-004127
10-K,NAKED BRAND GROUP INC.,1383097,2013-05-16,0001062993-13-002640
10-K,NAKED BRAND GROUP INC.,1383097,2014-05-15,0001062993-14-003054
10-K,NAKED BRAND GROUP INC.,1383097,2015-04-30,0001062993-15-002282
10-K,NAKED BRAND GROUP INC.,1383097,2016-04-29,0001062993-16-009281
10-K,NAKED BRAND GROUP INC.,1383097,2017-04-27,0001144204-17-022377
10-K,NAKED BRAND GROUP INC.,1383097,2018-05-01,0001144204-18-024496
10-K,"FUSION-IO, INC.",1383729,2011-09-02,0001193125-11-240257
10-K,"FUSION-IO, INC.",1383729,2012-08-27,0001193125-12-369972
10-K,"FUSION-IO, INC.",1383729,2013-08-28,0001193125-13-350444
10-K,"VERACYTE, INC.",1384101,2014-03-20,0001047469-14-002734
10-K,"VERACYTE, INC.",1384101,2015-03-25,0001047469-15-002671
10-K,"VERACYTE, INC.",1384101,2016-03-14,0001047469-16-011115
10-K,"VERACYTE, INC.",1384101,2017-03-01,0001384101-17-000008
10-K,"VERACYTE, INC.",1384101,2018-02-27,0001384101-18-000006
10-K,"VERACYTE, INC.",1384101,2019-02-25,0001384101-19-000010
10-K,"VERACYTE, INC.",1384101,2020-02-25,0001384101-20-000015
10-K,"VERACYTE, INC.",1384101,2021-02-22,0001384101-21-000012
10-K,"VERACYTE, INC.",1384101,2022-02-28,0001384101-22-000028
10-K,"VERACYTE, INC.",1384101,2023-03-01,0001384101-23-000016
10-K,"VERACYTE, INC.",1384101,2024-02-29,0001384101-24-000017
10-K,"VERACYTE, INC.",1384101,2025-02-28,0001384101-25-000014
10-K,"VERACYTE, INC.",1384101,2026-02-26,0001384101-26-000010
10-K,"RING ENERGY, INC.",1384195,2009-12-29,0000931731-09-000311
10-K,"RING ENERGY, INC.",1384195,2010-03-31,0001078782-10-000645
10-K,"RING ENERGY, INC.",1384195,2011-03-31,0001078782-11-000832
10-K,"RING ENERGY, INC.",1384195,2012-03-20,0001078782-12-000754
10-K,"RING ENERGY, INC.",1384195,2013-04-01,0001078782-13-000609
10-K,"RING ENERGY, INC.",1384195,2014-03-21,0001078782-14-000424
10-K,"RING ENERGY, INC.",1384195,2015-03-16,0001144204-15-016346
10-K,"RING ENERGY, INC.",1384195,2016-03-15,0001144204-16-088170
10-K,"RING ENERGY, INC.",1384195,2017-03-15,0001144204-17-014740
10-K,"RING ENERGY, INC.",1384195,2018-03-15,0001144204-18-014905
10-K,"RING ENERGY, INC.",1384195,2019-02-28,0001144204-19-011298
10-K,"RING ENERGY, INC.",1384195,2020-03-16,0001104659-20-034179
10-K,"RING ENERGY, INC.",1384195,2021-03-16,0001104659-21-037111
10-K,"RING ENERGY, INC.",1384195,2022-03-16,0001104659-22-034569
10-K,"RING ENERGY, INC.",1384195,2023-03-09,0001628280-23-007323
10-K,"RING ENERGY, INC.",1384195,2024-03-07,0001628280-24-009691
10-K,"RING ENERGY, INC.",1384195,2025-03-05,0001628280-25-010585
10-K,"RING ENERGY, INC.",1384195,2026-03-04,0001384195-26-000050
10-K,RingCentral Inc,1384905,2014-02-26,0001564590-14-000347
10-K,RingCentral Inc,1384905,2015-02-27,0001564590-15-001097
