load_prices: network unavailable (ModuleNotFoundError); using prices.csv

========================================================================================================================================================================================================
UNIVERSE universe.json(56): 56 names, 2008-01-02 -> 2026-09-03 | eval 2009-01-13 -> 2026-09-03 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY  CAGR 15.26%  Sharpe 0.890  MaxDD -33.72%  halves 0.957/0.837  OOS Sharpe 0.884
4b bars: Sharpe > 0.957 (H1) / 0.837 (H2) / 0.884 (OOS), MaxDD <= 20.23%, CAGR >= 10.68%
========================================================================================================================================================================================================
ENGINE-EQUIVALENCE (budget=inf vs engine.backtest, cost-free): max|diff| = 0.000e+00 (EXACT)

FULL GRID universe.json(56) — 240 points, ALL reported (80 arms x 3 costs)
        book         arm  cost  CAGR  Sharpe  MaxDD    H1    H2  OOS_CAGR  OOS_Sharpe  OOS_MaxDD     TO  gross   m_DD  m_CAGR binds      z   p4a   p4b  p4b_oos     f4b
  universe.json(56) C57/ew-band3 0.400    10 0.060 -0.082   1.136  0.155  0.324  0.350  0.120  -0.047    True False
  universe.json(56) C57/ew-band3 0.400    25 0.056 -0.083   1.060  0.080  0.248  0.275  0.120  -0.051    True False
  universe.json(56) C57/ew-band3 0.450     5 0.069 -0.092   1.161  0.181  0.349  0.374  0.110  -0.038    True False
  universe.json(56) C57/ew-band3 0.450    10 0.067 -0.092   1.136  0.155  0.324  0.350  0.110  -0.039    True False
  universe.json(56) C57/ew-band3 0.450    25 0.063 -0.093   1.060  0.080  0.248  0.276  0.110  -0.044    True False
  universe.json(56) C57/ew-band3 0.500     5 0.077 -0.102   1.161  0.181  0.349  0.374  0.100  -0.030    True False
  universe.json(56) C57/ew-band3 0.500    10 0.075 -0.102   1.136  0.156  0.324  0.350  0.100  -0.032    True False
  universe.json(56) C57/ew-band3 0.500    25 0.070 -0.103   1.061  0.081  0.248  0.276  0.100  -0.037    True False
  universe.json(56) C57/ew-band3 0.550     5 0.084 -0.112   1.161  0.181  0.349  0.374  0.090  -0.022    True False
  universe.json(56) C57/ew-band3 0.550    10 0.082 -0.112   1.136  0.156  0.324  0.350  0.090  -0.024    True False
  universe.json(56) C57/ew-band3 0.550    25 0.077 -0.113   1.061  0.081  0.248  0.276  0.090  -0.030    True False
  universe.json(56) C57/ew-band3 0.600     5 0.092 -0.122   1.161  0.181  0.349  0.374  0.081  -0.015    True False
  universe.json(56) C57/ew-band3 0.600    10 0.090 -0.122   1.136  0.156  0.324  0.350  0.080  -0.017    True False
  universe.json(56) C57/ew-band3 0.600    25 0.084 -0.123   1.061  0.081  0.248  0.276  0.080  -0.023    True False
  universe.json(56) C57/ew-band3 0.650     5 0.100 -0.132   1.161  0.181  0.349  0.374  0.071  -0.007    True False
  universe.json(56) C57/ew-band3 0.650    10 0.098 -0.132   1.136  0.156  0.324  0.350  0.070  -0.009    True False
  universe.json(56) C57/ew-band3 0.650    25 0.091 -0.133   1.061  0.081  0.248  0.276  0.070  -0.016    True False
  universe.json(56) C57/ew-band3 0.700     5 0.108 -0.141   1.161  0.181  0.349  0.374  0.061   0.001    True  True
  universe.json(56) C57/ew-band3 0.700    10 0.105 -0.142   1.136  0.156  0.324  0.349  0.061  -0.002    True False
  universe.json(56) C57/ew-band3 0.700    25 0.098 -0.142   1.061  0.082  0.248  0.276  0.060  -0.009    True False
  universe.json(56) C57/ew-band3 0.750     5 0.115 -0.151   1.161  0.181  0.348  0.374  0.051   0.009    True  True
  universe.json(56) C57/ew-band3 0.750    10 0.113 -0.151   1.136  0.156  0.324  0.349  0.051   0.006    True  True
  universe.json(56) C57/ew-band3 0.750    25 0.105 -0.152   1.062  0.082  0.249  0.276  0.050  -0.002    True False
  universe.json(56) C57/ew-band3 0.800     5 0.123 -0.161   1.161  0.181  0.348  0.374  0.041   0.016    True  True
  universe.json(56) C57/ew-band3 0.800    10 0.120 -0.161   1.136  0.156  0.324  0.349  0.041   0.014    True  True
  universe.json(56) C57/ew-band3 0.800    25 0.112 -0.162   1.062  0.082  0.249  0.277  0.040   0.005    True  True
  universe.json(56) C57/ew-band3 0.850     5 0.131 -0.170   1.161  0.181  0.348  0.373  0.032   0.024    True  True
  universe.json(56) C57/ew-band3 0.850    10 0.128 -0.171   1.136  0.156  0.323  0.349  0.032   0.021    True  True
  universe.json(56) C57/ew-band3 0.850    25 0.119 -0.172   1.062  0.082  0.249  0.277  0.031   0.012    True  True
  universe.json(56) C57/ew-band3 0.900     5 0.139 -0.180   1.161  0.181  0.348  0.373  0.022   0.032    True  True
  universe.json(56) C57/ew-band3 0.900    10 0.135 -0.180   1.136  0.156  0.323  0.349  0.022   0.029    True  True
  universe.json(56) C57/ew-band3 0.900    25 0.126 -0.181   1.062  0.083  0.249  0.277  0.021   0.019    True  True
  universe.json(56) C57/ew-band3 0.950     5 0.147 -0.190   1.161  0.181  0.348  0.373  0.013   0.040    True  True
  universe.json(56) C57/ew-band3 0.950    10 0.143 -0.190   1.136  0.156  0.323  0.349  0.012   0.036    True  True
  universe.json(56) C57/ew-band3 0.950    25 0.133 -0.191   1.062  0.083  0.249  0.277  0.011   0.026    True  True
  universe.json(56) C57/ew-band3 1.000     5 0.154 -0.199   1.161  0.181  0.348  0.373  0.003   0.048    True  True
  universe.json(56) C57/ew-band3 1.000    10 0.151 -0.199   1.136  0.156  0.323  0.349  0.003   0.044    True  True
  universe.json(56) C57/ew-band3 1.000    25 0.140 -0.200   1.062  0.083  0.249  0.277  0.002   0.033    True  True
  universe.json(56)    C72/EWall 0.400     5 0.058 -0.086   1.092  0.153  0.243  0.272  0.116  -0.049    True False
  universe.json(56)    C72/EWall 0.400    10 0.055 -0.086   1.050  0.111  0.200  0.230  0.116  -0.051    True False
  universe.json(56)    C72/EWall 0.400    25 0.049 -0.088   0.923 -0.013  0.071  0.103  0.114  -0.058   False False
  universe.json(56)    C72/EWall 0.450     5 0.065 -0.096   1.092  0.153  0.243  0.272  0.106  -0.042    True False
  universe.json(56)    C72/EWall 0.450    10 0.062 -0.097   1.050  0.111  0.200  0.230  0.106  -0.044    True False
  universe.json(56)    C72/EWall 0.450    25 0.055 -0.099   0.924 -0.013  0.071  0.103  0.103  -0.052   False False
  universe.json(56)    C72/EWall 0.500     5 0.072 -0.107   1.092  0.153  0.243  0.271  0.095  -0.034    True False
  universe.json(56)    C72/EWall 0.500    10 0.069 -0.107   1.050  0.111  0.200  0.230  0.095  -0.037    True False
  universe.json(56)    C72/EWall 0.500    25 0.061 -0.110   0.924 -0.013  0.072  0.104  0.093  -0.046   False False
  universe.json(56)    C72/EWall 0.550     5 0.080 -0.117   1.092  0.153  0.243  0.271  0.085  -0.027    True False
  universe.json(56)    C72/EWall 0.550    10 0.076 -0.118   1.050  0.112  0.200  0.230  0.085  -0.030    True False
  universe.json(56)    C72/EWall 0.550    25 0.067 -0.120   0.924 -0.012  0.072  0.104  0.082  -0.040   False False
  universe.json(56)    C72/EWall 0.600     5 0.087 -0.128   1.092  0.153  0.243  0.271  0.075  -0.020    True False
  universe.json(56)    C72/EWall 0.600    10 0.083 -0.128   1.050  0.112  0.200  0.230  0.074  -0.023    True False
  universe.json(56)    C72/EWall 0.600    25 0.073 -0.131   0.924 -0.012  0.072  0.104  0.072  -0.034   False False
  universe.json(56)    C72/EWall 0.650     5 0.094 -0.138   1.092  0.153  0.243  0.271  0.064  -0.013    True False
  universe.json(56)    C72/EWall 0.650    10 0.090 -0.138   1.050  0.112  0.200  0.230  0.064  -0.017    True False
  universe.json(56)    C72/EWall 0.650    25 0.079 -0.141   0.925 -0.012  0.073  0.104  0.061  -0.028   False False
  universe.json(56)    C72/EWall 0.700     5 0.101 -0.148   1.092  0.153  0.243  0.271  0.054  -0.005    True False
  universe.json(56)    C72/EWall 0.700    10 0.097 -0.149   1.050  0.112  0.200  0.230  0.054  -0.010    True False
  universe.json(56)    C72/EWall 0.700    25 0.085 -0.151   0.925 -0.011  0.073  0.105  0.051  -0.022   False False
  universe.json(56)    C72/EWall 0.750     5 0.109 -0.158   1.092  0.153  0.243  0.271  0.044   0.002    True  True
  universe.json(56)    C72/EWall 0.750    10 0.104 -0.159   1.050  0.112  0.200  0.230  0.044  -0.003    True False
  universe.json(56)    C72/EWall 0.750    25 0.091 -0.161   0.925 -0.011  0.073  0.105  0.041  -0.016   False False
  universe.json(56)    C72/EWall 0.800     5 0.116 -0.168   1.092  0.153  0.242  0.271  0.034   0.009    True  True
  universe.json(56)    C72/EWall 0.800    10 0.111 -0.169   1.050  0.112  0.200  0.230  0.033   0.004    True  True
  universe.json(56)    C72/EWall 0.800    25 0.097 -0.171   0.925 -0.011  0.073  0.105  0.031  -0.010   False False
  universe.json(56)    C72/EWall 0.850     5 0.123 -0.178   1.092  0.153  0.242  0.271  0.024   0.016    True  True
  universe.json(56)    C72/EWall 0.850    10 0.118 -0.179   1.050  0.112  0.200  0.230  0.023   0.011    True  True
  universe.json(56)    C72/EWall 0.850    25 0.103 -0.181   0.926 -0.011  0.074  0.105  0.021  -0.004   False False
  universe.json(56)    C72/EWall 0.900     5 0.131 -0.188   1.092  0.153  0.242  0.271  0.014   0.024    True  True
  universe.json(56)    C72/EWall 0.900    10 0.125 -0.189   1.050  0.112  0.200  0.230  0.013   0.018    True  True
  universe.json(56)    C72/EWall 0.900    25 0.109 -0.191   0.926 -0.010  0.074  0.106  0.011   0.002   False False
  universe.json(56)    C72/EWall 0.950     5 0.138 -0.198   1.092  0.153  0.242  0.271  0.004   0.031    True  True
  universe.json(56)    C72/EWall 0.950    10 0.132 -0.199   1.050  0.112  0.200  0.230  0.003   0.025    True  True
  universe.json(56)    C72/EWall 0.950    25 0.115 -0.201   0.926 -0.010  0.074  0.106  0.001   0.008   False False
  universe.json(56)    C72/EWall 1.000     5 0.145 -0.208   1.092  0.153  0.242  0.271 -0.006   0.038    True False
  universe.json(56)    C72/EWall 1.000    10 0.139 -0.209   1.050  0.112  0.200  0.230 -0.006   0.032    True False
  universe.json(56)    C72/EWall 1.000    25 0.121 -0.211   0.926 -0.010  0.074  0.106 -0.008   0.014   False False
universe_broad.json    C2/CAND20 0.400     5 0.074 -0.110   1.005  0.215  0.023  0.056  0.093  -0.033    True False
universe_broad.json    C2/CAND20 0.400    10 0.070 -0.110   0.955  0.164 -0.026  0.007  0.092  -0.037   False False
universe_broad.json    C2/CAND20 0.400    25 0.058 -0.111   0.805  0.011 -0.174 -0.143  0.092  -0.048   False False
universe_broad.json    C2/CAND20 0.450     5 0.083 -0.123   1.005  0.216  0.024  0.057  0.079  -0.023    True False
universe_broad.json    C2/CAND20 0.450    10 0.079 -0.123   0.956  0.165 -0.025  0.007  0.079  -0.028   False False
universe_broad.json    C2/CAND20 0.450    25 0.066 -0.124   0.805  0.012 -0.173 -0.142  0.078  -0.041   False False
universe_broad.json    C2/CAND20 0.500     5 0.093 -0.136   1.006  0.216  0.024  0.057  0.066  -0.014    True False
universe_broad.json    C2/CAND20 0.500    10 0.088 -0.136   0.956  0.165 -0.025  0.008  0.066  -0.019   False False
universe_broad.json    C2/CAND20 0.500    25 0.073 -0.137   0.806  0.013 -0.173 -0.142  0.065  -0.034   False False
universe_broad.json    C2/CAND20 0.550     5 0.102 -0.149   1.006  0.217  0.025  0.058  0.053  -0.005    True False
universe_broad.json    C2/CAND20 0.550    10 0.096 -0.149   0.956  0.166 -0.025  0.008  0.053  -0.010   False False
universe_broad.json    C2/CAND20 0.550    25 0.080 -0.150   0.807  0.013 -0.172 -0.141  0.052  -0.027   False False
universe_broad.json    C2/CAND20 0.600     5 0.111 -0.162   1.007  0.217  0.025  0.058  0.040   0.004    True  True
universe_broad.json    C2/CAND20 0.600    10 0.105 -0.162   0.957  0.166 -0.024  0.008  0.040  -0.002   False False
universe_broad.json    C2/CAND20 0.600    25 0.087 -0.163   0.807  0.014 -0.172 -0.141  0.039  -0.020   False False
universe_broad.json    C2/CAND20 0.650     5 0.120 -0.175   1.007  0.218  0.025  0.058  0.027   0.014    True  True
universe_broad.json    C2/CAND20 0.650    10 0.114 -0.175   0.957  0.167 -0.024  0.009  0.027   0.007   False False
universe_broad.json    C2/CAND20 0.650    25 0.094 -0.176   0.808  0.015 -0.171 -0.140  0.026  -0.013   False False
universe_broad.json    C2/CAND20 0.700     5 0.130 -0.188   1.007  0.218  0.026  0.059  0.015   0.023    True  True
universe_broad.json    C2/CAND20 0.700    10 0.122 -0.188   0.958  0.167 -0.023  0.009  0.014   0.016   False False
universe_broad.json    C2/CAND20 0.700    25 0.101 -0.189   0.808  0.015 -0.171 -0.140  0.013  -0.006   False False
universe_broad.json    C2/CAND20 0.750     5 0.139 -0.200   1.008  0.219  0.026  0.059  0.002   0.032    True  True
universe_broad.json    C2/CAND20 0.750    10 0.131 -0.201   0.958  0.168 -0.023  0.010  0.002   0.024   False False
universe_broad.json    C2/CAND20 0.750    25 0.108 -0.202   0.809  0.016 -0.170 -0.139  0.001   0.001   False False
universe_broad.json    C2/CAND20 0.800     5 0.148 -0.213   1.008  0.219  0.026  0.059 -0.010   0.041    True False
universe_broad.json    C2/CAND20 0.800    10 0.140 -0.213   0.958  0.168 -0.023  0.010 -0.011   0.033   False False
universe_broad.json    C2/CAND20 0.800    25 0.115 -0.214   0.809  0.016 -0.170 -0.139 -0.012   0.008   False False
universe_broad.json    C2/CAND20 0.850     5 0.157 -0.225   1.009  0.219  0.027  0.060 -0.023   0.050    True False
universe_broad.json    C2/CAND20 0.850    10 0.148 -0.225   0.959  0.169 -0.022  0.010 -0.023   0.042   False False
universe_broad.json    C2/CAND20 0.850    25 0.122 -0.227   0.810  0.017 -0.169 -0.138 -0.024   0.015   False False
universe_broad.json    C2/CAND20 0.900     5 0.166 -0.237   1.009  0.220  0.027  0.060 -0.035   0.060    True False
universe_broad.json    C2/CAND20 0.900    10 0.157 -0.238   0.959  0.169 -0.022  0.011 -0.035   0.050   False False
universe_broad.json    C2/CAND20 0.900    25 0.129 -0.239   0.810  0.017 -0.169 -0.138 -0.037   0.022   False False
universe_broad.json    C2/CAND20 0.950     5 0.176 -0.249   1.009  0.220  0.027  0.060 -0.047   0.069    True False
universe_broad.json    C2/CAND20 0.950    10 0.165 -0.250   0.960  0.170 -0.022  0.011 -0.048   0.059   False False
universe_broad.json    C2/CAND20 0.950    25 0.135 -0.251   0.811  0.018 -0.168 -0.137 -0.049   0.029   False False
universe_broad.json    C2/CAND20 1.000     5 0.185 -0.262   1.010  0.220  0.029  0.061 -0.059   0.078    True False
universe_broad.json    C2/CAND20 1.000    10 0.174 -0.262   0.960  0.169 -0.020  0.012 -0.060   0.067   False False
universe_broad.json    C2/CAND20 1.000    25 0.142 -0.263   0.811  0.017 -0.167 -0.137 -0.061   0.035   False False
universe_broad.json  C46/frac.85 0.400     5 0.062 -0.101   1.068  0.212  0.138  0.187  0.101  -0.044    True False
universe_broad.json  C46/frac.85 0.400    10 0.060 -0.102   1.024  0.169  0.093  0.143  0.100  -0.047    True False
universe_broad.json  C46/frac.85 0.400    25 0.051 -0.105   0.891  0.040 -0.044  0.008  0.097  -0.055   False False
universe_broad.json  C46/frac.85 0.450     5 0.070 -0.113   1.068  0.213  0.138  0.187  0.089  -0.037    True False
universe_broad.json  C46/frac.85 0.450    10 0.067 -0.114   1.024  0.170  0.093  0.142  0.088  -0.040    True False
universe_broad.json  C46/frac.85 0.450    25 0.058 -0.118   0.891  0.040 -0.044  0.008  0.084  -0.049   False False
universe_broad.json  C46/frac.85 0.500     5 0.078 -0.125   1.068  0.213  0.138  0.187  0.077  -0.029    True False
universe_broad.json  C46/frac.85 0.500    10 0.075 -0.127   1.024  0.170  0.092  0.142  0.076  -0.032    True False
universe_broad.json  C46/frac.85 0.500    25 0.064 -0.131   0.891  0.041 -0.043  0.009  0.072  -0.043   False False
universe_broad.json  C46/frac.85 0.550     5 0.086 -0.137   1.068  0.213  0.137  0.187  0.065  -0.021    True False
universe_broad.json  C46/frac.85 0.550    10 0.082 -0.139   1.024  0.170  0.092  0.142  0.064  -0.025    True False
universe_broad.json  C46/frac.85 0.550    25 0.071 -0.143   0.892  0.042 -0.043  0.009  0.059  -0.036   False False
universe_broad.json  C46/frac.85 0.600     5 0.094 -0.149   1.068  0.213  0.137  0.186  0.053  -0.013    True False
universe_broad.json  C46/frac.85 0.600    10 0.089 -0.151   1.024  0.171  0.092  0.142  0.052  -0.017    True False
universe_broad.json  C46/frac.85 0.600    25 0.077 -0.155   0.892  0.042 -0.043  0.009  0.047  -0.030   False False
universe_broad.json  C46/frac.85 0.650     5 0.101 -0.161   1.068  0.214  0.137  0.186  0.041  -0.005    True False
universe_broad.json  C46/frac.85 0.650    10 0.097 -0.162   1.024  0.171  0.092  0.142  0.040  -0.010    True False
universe_broad.json  C46/frac.85 0.650    25 0.083 -0.167   0.892  0.043 -0.043  0.009  0.035  -0.023   False False
universe_broad.json  C46/frac.85 0.700     5 0.109 -0.172   1.068  0.214  0.137  0.186  0.030   0.002    True  True
universe_broad.json  C46/frac.85 0.700    10 0.104 -0.174   1.024  0.171  0.092  0.142  0.028  -0.002    True False
universe_broad.json  C46/frac.85 0.700    25 0.090 -0.179   0.893  0.043 -0.043  0.009  0.023  -0.017   False False
universe_broad.json  C46/frac.85 0.750     5 0.117 -0.184   1.068  0.214  0.136  0.185  0.018   0.010    True  True
universe_broad.json  C46/frac.85 0.750    10 0.112 -0.186   1.024  0.172  0.092  0.141  0.017   0.005    True  True
universe_broad.json  C46/frac.85 0.750    25 0.096 -0.191   0.893  0.044 -0.043  0.009  0.011  -0.011   False False
universe_broad.json  C46/frac.85 0.800     5 0.125 -0.195   1.068  0.214  0.136  0.185  0.007   0.018    True  True
universe_broad.json  C46/frac.85 0.800    10 0.119 -0.197   1.024  0.172  0.092  0.141  0.005   0.012    True  True
universe_broad.json  C46/frac.85 0.800    25 0.102 -0.203   0.893  0.044 -0.043  0.009 -0.001  -0.004   False False
universe_broad.json  C46/frac.85 0.850     5 0.133 -0.207   1.068  0.214  0.136  0.185 -0.004   0.026    True False
universe_broad.json  C46/frac.85 0.850    10 0.127 -0.209   1.024  0.172  0.091  0.141 -0.006   0.020    True False
universe_broad.json  C46/frac.85 0.850    25 0.109 -0.215   0.894  0.045 -0.043  0.009 -0.012   0.002   False False
universe_broad.json  C46/frac.85 0.900     5 0.141 -0.218   1.068  0.215  0.136  0.185 -0.016   0.034    True False
universe_broad.json  C46/frac.85 0.900    10 0.134 -0.220   1.024  0.172  0.091  0.141 -0.018   0.027    True False
universe_broad.json  C46/frac.85 0.900    25 0.115 -0.226   0.894  0.045 -0.042  0.009 -0.024   0.008   False False
universe_broad.json  C46/frac.85 0.950     5 0.148 -0.229   1.068  0.215  0.135  0.184 -0.027   0.042    True False
universe_broad.json  C46/frac.85 0.950    10 0.142 -0.231   1.024  0.173  0.091  0.141 -0.029   0.035    True False
universe_broad.json  C46/frac.85 0.950    25 0.121 -0.238   0.894  0.046 -0.042  0.009 -0.035   0.014   False False
universe_broad.json  C46/frac.85 1.000     5 0.156 -0.240   1.067  0.214  0.135  0.184 -0.038   0.049    True False
universe_broad.json  C46/frac.85 1.000    10 0.149 -0.242   1.024  0.172  0.091  0.140 -0.040   0.042    True False
universe_broad.json  C46/frac.85 1.000    25 0.127 -0.249   0.894  0.046 -0.042  0.009 -0.047   0.021   False False
universe_broad.json C57/ew-band3 0.400     5 0.061 -0.091   1.089  0.229  0.162  0.217  0.111  -0.046    True False
universe_broad.json C57/ew-band3 0.400    10 0.059 -0.091   1.064  0.205  0.135  0.191  0.111  -0.048    True False
universe_broad.json C57/ew-band3 0.400    25 0.055 -0.093   0.987  0.133  0.055  0.112  0.109  -0.052    True False
universe_broad.json C57/ew-band3 0.450     5 0.068 -0.102   1.089  0.229  0.162  0.217  0.100  -0.038    True False
universe_broad.json C57/ew-band3 0.450    10 0.067 -0.102   1.064  0.205  0.135  0.190  0.100  -0.040    True False
universe_broad.json C57/ew-band3 0.450    25 0.062 -0.105   0.987  0.133  0.055  0.112  0.098  -0.045    True False
universe_broad.json C57/ew-band3 0.500     5 0.076 -0.113   1.089  0.229  0.162  0.216  0.089  -0.031    True False
universe_broad.json C57/ew-band3 0.500    10 0.074 -0.113   1.064  0.205  0.135  0.190  0.089  -0.033    True False
universe_broad.json C57/ew-band3 0.500    25 0.068 -0.116   0.988  0.134  0.055  0.112  0.087  -0.038    True False
universe_broad.json C57/ew-band3 0.550     5 0.084 -0.124   1.089  0.229  0.162  0.216  0.078  -0.023    True False
universe_broad.json C57/ew-band3 0.550    10 0.081 -0.124   1.064  0.206  0.135  0.190  0.078  -0.025    True False
universe_broad.json C57/ew-band3 0.550    25 0.075 -0.127   0.988  0.134  0.055  0.112  0.076  -0.032    True False
universe_broad.json C57/ew-band3 0.600     5 0.091 -0.135   1.089  0.230  0.161  0.216  0.067  -0.016    True False
universe_broad.json C57/ew-band3 0.600    10 0.089 -0.135   1.064  0.206  0.135  0.190  0.067  -0.018    True False
universe_broad.json C57/ew-band3 0.600    25 0.082 -0.138   0.988  0.134  0.055  0.112  0.065  -0.025    True False
universe_broad.json C57/ew-band3 0.650     5 0.099 -0.146   1.089  0.230  0.161  0.216  0.056  -0.008    True False
universe_broad.json C57/ew-band3 0.650    10 0.096 -0.146   1.064  0.206  0.135  0.190  0.056  -0.010    True False
universe_broad.json C57/ew-band3 0.650    25 0.089 -0.149   0.988  0.135  0.055  0.112  0.054  -0.018    True False
universe_broad.json C57/ew-band3 0.700     5 0.106 -0.157   1.089  0.230  0.161  0.215  0.045  -0.000    True False
universe_broad.json C57/ew-band3 0.700    10 0.104 -0.157   1.064  0.206  0.135  0.190  0.045  -0.003    True False
universe_broad.json C57/ew-band3 0.700    25 0.096 -0.159   0.988  0.135  0.055  0.112  0.043  -0.011    True False
universe_broad.json C57/ew-band3 0.750     5 0.114 -0.168   1.089  0.230  0.161  0.215  0.035   0.007    True  True
universe_broad.json C57/ew-band3 0.750    10 0.111 -0.168   1.064  0.206  0.134  0.189  0.034   0.004    True  True
universe_broad.json C57/ew-band3 0.750    25 0.103 -0.170   0.989  0.136  0.055  0.112  0.032  -0.004    True False
universe_broad.json C57/ew-band3 0.800     5 0.122 -0.178   1.089  0.230  0.161  0.215  0.024   0.015    True  True
universe_broad.json C57/ew-band3 0.800    10 0.119 -0.179   1.064  0.207  0.134  0.189  0.024   0.012    True  True
universe_broad.json C57/ew-band3 0.800    25 0.109 -0.181   0.989  0.136  0.055  0.112  0.022   0.003    True  True
universe_broad.json C57/ew-band3 0.850     5 0.129 -0.189   1.089  0.230  0.160  0.215  0.013   0.023    True  True
universe_broad.json C57/ew-band3 0.850    10 0.126 -0.189   1.064  0.207  0.134  0.189  0.013   0.019    True  True
universe_broad.json C57/ew-band3 0.850    25 0.116 -0.191   0.989  0.136  0.055  0.112  0.011   0.009    True  True
universe_broad.json C57/ew-band3 0.900     5 0.137 -0.200   1.088  0.230  0.160  0.214  0.003   0.030    True  True
universe_broad.json C57/ew-band3 0.900    10 0.134 -0.200   1.064  0.207  0.134  0.189  0.002   0.027    True  True
universe_broad.json C57/ew-band3 0.900    25 0.123 -0.202   0.989  0.137  0.055  0.112  0.001   0.016    True  True
universe_broad.json C57/ew-band3 0.950     5 0.145 -0.210   1.088  0.230  0.160  0.214 -0.008   0.038    True False
universe_broad.json C57/ew-band3 0.950    10 0.141 -0.211   1.064  0.207  0.134  0.189 -0.008   0.034    True False
universe_broad.json C57/ew-band3 0.950    25 0.130 -0.212   0.989  0.137  0.055  0.112 -0.010   0.023    True False
universe_broad.json C57/ew-band3 1.000     5 0.152 -0.221   1.088  0.231  0.160  0.214 -0.019   0.046    True False
universe_broad.json C57/ew-band3 1.000    10 0.148 -0.221   1.064  0.207  0.134  0.188 -0.019   0.042    True False
universe_broad.json C57/ew-band3 1.000    25 0.137 -0.222   0.990  0.137  0.055  0.112 -0.020   0.030    True False
universe_broad.json    C72/EWall 0.400     5 0.060 -0.096   1.068  0.225  0.124  0.180  0.106  -0.047    True False
universe_broad.json    C72/EWall 0.400    10 0.057 -0.097   1.027  0.187  0.081  0.138  0.105  -0.050    True False
universe_broad.json    C72/EWall 0.400    25 0.050 -0.100   0.906  0.073 -0.046  0.013  0.102  -0.057   False False
universe_broad.json    C72/EWall 0.450     5 0.067 -0.108   1.068  0.225  0.124  0.179  0.095  -0.040    True False
universe_broad.json    C72/EWall 0.450    10 0.064 -0.109   1.027  0.187  0.081  0.138  0.093  -0.042    True False
universe_broad.json    C72/EWall 0.450    25 0.056 -0.112   0.906  0.073 -0.046  0.013  0.090  -0.050   False False
universe_broad.json    C72/EWall 0.500     5 0.075 -0.119   1.068  0.226  0.123  0.179  0.083  -0.032    True False
universe_broad.json    C72/EWall 0.500    10 0.072 -0.120   1.027  0.188  0.081  0.137  0.082  -0.035    True False
universe_broad.json    C72/EWall 0.500    25 0.063 -0.124   0.907  0.074 -0.046  0.013  0.078  -0.044   False False
universe_broad.json    C72/EWall 0.550     5 0.082 -0.131   1.067  0.226  0.123  0.179  0.072  -0.025    True False
universe_broad.json    C72/EWall 0.550    10 0.079 -0.132   1.027  0.188  0.081  0.137  0.070  -0.028    True False
universe_broad.json    C72/EWall 0.550    25 0.069 -0.136   0.907  0.074 -0.046  0.013  0.066  -0.038   False False
universe_broad.json    C72/EWall 0.600     5 0.089 -0.142   1.067  0.226  0.123  0.178  0.060  -0.017    True False
universe_broad.json    C72/EWall 0.600    10 0.086 -0.143   1.027  0.188  0.081  0.137  0.059  -0.021    True False
universe_broad.json    C72/EWall 0.600    25 0.075 -0.148   0.907  0.075 -0.046  0.013  0.055  -0.032   False False
universe_broad.json    C72/EWall 0.650     5 0.097 -0.153   1.067  0.226  0.123  0.178  0.049  -0.010    True False
universe_broad.json    C72/EWall 0.650    10 0.093 -0.155   1.027  0.188  0.081  0.137  0.048  -0.014    True False
universe_broad.json    C72/EWall 0.650    25 0.081 -0.159   0.908  0.075 -0.045  0.013  0.043  -0.026   False False
universe_broad.json    C72/EWall 0.700     5 0.104 -0.164   1.067  0.226  0.122  0.178  0.038  -0.002    True False
universe_broad.json    C72/EWall 0.700    10 0.100 -0.166   1.027  0.189  0.081  0.137  0.037  -0.007    True False
universe_broad.json    C72/EWall 0.700    25 0.087 -0.171   0.908  0.076 -0.045  0.013  0.032  -0.019   False False
universe_broad.json    C72/EWall 0.750     5 0.112 -0.175   1.067  0.226  0.122  0.177  0.027   0.005    True  True
universe_broad.json    C72/EWall 0.750    10 0.107 -0.177   1.027  0.189  0.080  0.136  0.025   0.001    True  True
universe_broad.json    C72/EWall 0.750    25 0.094 -0.182   0.908  0.076 -0.045  0.013  0.020  -0.013   False False
universe_broad.json    C72/EWall 0.800     5 0.119 -0.186   1.067  0.227  0.122  0.177  0.016   0.013    True  True
universe_broad.json    C72/EWall 0.800    10 0.114 -0.188   1.027  0.189  0.080  0.136  0.014   0.008    True  True
universe_broad.json    C72/EWall 0.800    25 0.100 -0.193   0.908  0.077 -0.045  0.013  0.009  -0.007   False False
universe_broad.json    C72/EWall 0.850     5 0.127 -0.197   1.067  0.227  0.122  0.177  0.005   0.020    True  True
universe_broad.json    C72/EWall 0.850    10 0.122 -0.199   1.027  0.189  0.080  0.136  0.004   0.015    True  True
universe_broad.json    C72/EWall 0.850    25 0.106 -0.205   0.909  0.077 -0.045  0.013 -0.002  -0.001   False False
universe_broad.json    C72/EWall 0.900     5 0.134 -0.208   1.067  0.227  0.121  0.177 -0.005   0.028    True False
universe_broad.json    C72/EWall 0.900    10 0.129 -0.210   1.027  0.190  0.080  0.136 -0.007   0.022    True False
universe_broad.json    C72/EWall 0.900    25 0.112 -0.216   0.909  0.078 -0.045  0.013 -0.013   0.005   False False
universe_broad.json    C72/EWall 0.950     5 0.142 -0.218   1.067  0.227  0.121  0.176 -0.016   0.035    True False
