load_prices: network unavailable (ModuleNotFoundError); using prices.csv

==================================================================================================================================================================================================================
UNIVERSE universe.json(56): 56 names, 2008-01-02 -> 2026-09-04 | eval 2009-01-13 -> 2026-09-04 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882
==================================================================================================================================================================================================================
[gate A] ladder rung TOP20 / V1u vs idea 94 targets(): max|diff| = 0.000e+00 (EXACT)
[gate B] control vs engine.backtest @10bps: max|diff| = 0.000e+00 (EXACT)
[note]  ALL rung (scored limit) vs idea 94 EWall (priced limit): max|dw| = 0.0150; ALL holds 53.8 names on average (panel 56), differs from priced count on 1530 of 4439 eval days

MAIN GRID universe.json(56) — 224 published rows (7 books x 16 arms x 2 costs)
  book  n    cost                arm   dCAGR  dMaxDD    rate  dMaxDD_IS  dMaxDD_OOS   CAGR  Sharpe   MaxDD  D1_pass  D2_pass  p4a_v2  p4a_v1   p4b               f4b
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17   13    0.7647 0.8235 0.8824 0.8824        0.8853       0.3000
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.10 tau=0.90   <== PRE-REGISTERED HEADLINE
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   16    0.8889 1.0000 0.8889 1.0000        0.9750       0.9000
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        0.9977       0.9750
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        0.9932       0.9250
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   23    0.9583 1.0000 0.9583 1.0000        0.9917       0.9000
  universe.json(56)    V1u   5         24    8    0.3333 0.9167 0.3750 0.3333        0.8375       0.6750
universe_broad.json   TOP3   3         19    8    0.4211 0.9474 0.5263 0.6316        0.8776       0.5750
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        0.9750       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9639       0.6750
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        0.9898       0.9000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9607       0.7000
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.5294        0.8853       0.3000
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.10 tau=0.95 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   12    0.6667 1.0000 0.8889 0.7778        0.9750       0.9000
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        0.9977       0.9750
  universe.json(56)  TOP20  20         22   16    0.7273 1.0000 0.8182 0.9091        0.9932       0.9250
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   22    0.9167 1.0000 0.9583 0.9167        0.9917       0.9000
  universe.json(56)    V1u   5         24    8    0.3333 0.9167 0.3750 0.3333        0.8375       0.6750
universe_broad.json   TOP3   3         19    6    0.3158 0.9474 0.5263 0.3158        0.8776       0.5750
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 0.7143        0.9750       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9639       0.6750
universe_broad.json  TOP20  20         27    8    0.2963 1.0000 0.3333 0.8889        0.9898       0.9000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9607       0.7000
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.5294        0.8853       0.3000
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.10 tau=1.00 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   10    0.5556 1.0000 0.8889 0.6667        0.9750       0.9000
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   17    0.7727 1.0000 0.8636 0.9091        0.9977       0.9750
  universe.json(56)  TOP20  20         22   16    0.7273 1.0000 0.8182 0.9091        0.9932       0.9250
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   22    0.9167 1.0000 0.9583 0.9167        0.9917       0.9000
  universe.json(56)    V1u   5         24    4    0.1667 0.9167 0.3750 0.1667        0.8375       0.6750
universe_broad.json   TOP3   3         19    6    0.3158 0.9474 0.5263 0.3158        0.8776       0.5750
universe_broad.json   TOP5   5         14    8    0.5714 1.0000 0.7143 0.5714        0.9750       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9639       0.6750
universe_broad.json  TOP20  20         27    8    0.2963 1.0000 0.3333 0.8889        0.9898       0.9000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9607       0.7000
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.4706        0.8853       0.3000
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.20 tau=0.80 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   12    0.6667 1.0000 0.8889 0.7778        0.8972       0.6250
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        0.9917       0.9750
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        0.9886       0.9250
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        0.9864       0.8500
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   23    0.9583 1.0000 0.9583 1.0000        0.9833       0.8500
  universe.json(56)    V1u   5         24    8    0.3333 0.9167 0.3750 0.3333        0.7562       0.4750
universe_broad.json   TOP3   3         19    8    0.4211 0.9474 0.5263 0.6316        0.8171       0.4000
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        1.0000       1.0000
universe_broad.json  TOP10  10         18    8    0.4444 1.0000 0.4444 1.0000        0.9778       0.8000
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        0.9806       0.8000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9232       0.2500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17   12    0.7059 0.8235 0.8824 0.7647        0.8544       0.4750
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.20 tau=0.90 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   10    0.5556 1.0000 0.8889 0.6667        0.8972       0.6250
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        0.9917       0.9750
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        0.9886       0.9250
  universe.json(56)  TOP20  20         22   16    0.7273 1.0000 0.8182 0.9091        0.9864       0.8500
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   22    0.9167 1.0000 0.9583 0.9167        0.9833       0.8500
  universe.json(56)    V1u   5         24    8    0.3333 0.9167 0.3750 0.3333        0.7562       0.4750
universe_broad.json   TOP3   3         19    8    0.4211 0.9474 0.5263 0.4211        0.8171       0.4000
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        1.0000       1.0000
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9778       0.8000
universe_broad.json  TOP20  20         27    8    0.2963 1.0000 0.3333 0.8889        0.9806       0.8000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9232       0.2500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.5294        0.8544       0.4750
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.20 tau=0.95 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18    8    0.4444 1.0000 0.8889 0.5556        0.8972       0.6250
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        0.9917       0.9750
  universe.json(56)  TOP10  10         22   17    0.7727 1.0000 0.8636 0.9091        0.9886       0.9250
  universe.json(56)  TOP20  20         22   16    0.7273 1.0000 0.8182 0.9091        0.9864       0.8500
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   22    0.9167 1.0000 0.9583 0.9167        0.9833       0.8500
  universe.json(56)    V1u   5         24    8    0.3333 0.9167 0.3750 0.3333        0.7562       0.4750
universe_broad.json   TOP3   3         19    6    0.3158 0.9474 0.5263 0.3158        0.8171       0.4000
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        1.0000       1.0000
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9778       0.8000
universe_broad.json  TOP20  20         27    8    0.2963 1.0000 0.3333 0.8889        0.9806       0.8000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9232       0.2500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.4706        0.8544       0.4750
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.20 tau=1.00 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18    8    0.4444 1.0000 0.8889 0.4444        0.8972       0.6250
  universe.json(56)   TOP5   5         12    8    0.6667 1.0000 1.0000 0.6667        0.9917       0.9750
  universe.json(56)  TOP10  10         22   17    0.7727 1.0000 0.8636 0.8182        0.9886       0.9250
  universe.json(56)  TOP20  20         22   16    0.7273 1.0000 0.8182 0.9091        0.9864       0.8500
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   18    0.7500 1.0000 0.9583 0.7500        0.9833       0.8500
  universe.json(56)    V1u   5         24    6    0.2500 0.9167 0.3750 0.2500        0.7562       0.4750
universe_broad.json   TOP3   3         19    4    0.2105 0.9474 0.5263 0.2105        0.8171       0.4000
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        1.0000       1.0000
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9778       0.8000
universe_broad.json  TOP20  20         27    8    0.2963 1.0000 0.3333 0.8889        0.9806       0.8000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9232       0.2500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.4706        0.8544       0.4750
    n* (smallest rung >= 0.90 on BOTH panels) = NONE — no rung clears the bar

==================================================================================================================================================================================================================
B. THE ANSWER — headline (q, tau) = (0.1, 0.9); the ladder is composite-ranked, gross 0.75, one dial (n)
==================================================================================================================================================================================================================
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   16    0.8889 1.0000 0.8889 1.0000        0.9750       0.9000
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        0.9977       0.9750
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        0.9932       0.9250
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   23    0.9583 1.0000 0.9583 1.0000        0.9917       0.9000
  universe.json(56)    V1u   5         24    8    0.3333 0.9167 0.3750 0.3333        0.8375       0.6750
universe_broad.json   TOP3   3         19    8    0.4211 0.9474 0.5263 0.6316        0.8776       0.5750
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        0.9750       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9639       0.6750
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        0.9898       0.9000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9607       0.7000
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.5294        0.8853       0.3000

  n* = TOPALL   (smallest ladder rung with admissible fraction >= 0.90 on BOTH panels)
  monotone in n?  {'universe.json(56)': False, 'universe_broad.json': False}
  n* under other reporting bars: {0.8: 'TOPALL', 0.85: 'TOPALL', 0.9: 'TOPALL', 0.95: 'TOPALL', 1.0: None}

  reference (committed idea 94 EWall, idea 122's own D3 draws): mean frac_pos_full = 0.7609, min = 0.0000 over 32 arm-cells
  this run's ALL rung (scored limit):                        mean frac_pos_full = 0.8133, min = 0.0000 over 32 arm-cells

[gate C] REPRODUCTION of idea 122's committed rows by the nested ladder rungs
 book              col  n   diff
TOP20            dCAGR 64 0.0000
TOP20           dMaxDD 64 0.0000
TOP20             rate 64 0.0000
TOP20        dMaxDD_IS 64 0.0000
TOP20       dMaxDD_OOS 64 0.0000
TOP20          D1_pass 64 0.0000
TOP20          D2_pass 64 0.0000
  V1u            dCAGR 64 0.0000
  V1u           dMaxDD 64 0.0000
  V1u             rate 64 0.0000
  V1u        dMaxDD_IS 64 0.0000
  V1u       dMaxDD_OOS 64 0.0000
  V1u          D1_pass 64 0.0000
  V1u          D2_pass 64 0.0000
TOP20 D3.frac_pos_full 96 0.0000
TOP20   D3.frac_pos_IS 96 0.0000
TOP20  D3.frac_pos_OOS 96 0.0000
  V1u D3.frac_pos_full 96 0.0000
  V1u   D3.frac_pos_IS 96 0.0000
  V1u  D3.frac_pos_OOS 96 0.0000
[gate C] worst numeric disagreement = 1.776e-15 (EXACT)

==================================================================================================================================================================================================================
C. SIZE vs SCALER — the confound idea 122 could not separate (TOP5 = 5 names, no scaler; V1u = 5 names AND the 1/sqrt(vol20) scaler)
==================================================================================================================================================================================================================
                uni book  n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac
  universe.json(56) TOP5  5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000
  universe.json(56)  V1u  5         24    8    0.3333 0.9167 0.3750 0.3333        0.8375
universe_broad.json TOP5  5         14   10    0.7143 1.0000 0.7143 1.0000        0.9750
universe_broad.json  V1u  5         17    8    0.4706 0.8235 0.8824 0.5294        0.8853

==================================================================================================================================================================================================================
D. PER-AXIS FAILURE CENSUS at the headline — which perturbation binds, by rung
==================================================================================================================================================================================================================
  book   n  rows  published  unpriceable  fail_D1  fail_D2  fail_D3  fail_D3_only  fail_D1_only  admissible
  TOP3   3    64         37           27        1       11        7             2             0          24
  TOP5   5    64         26           38        0        4        0             0             0          22
   V1u   5    64         41           23        5       17       24             6             1          16
 TOP10  10    64         40           24        0       13        2             1             0          26
 TOP20  20    64         49           15        0       22        0             0             0          27
 TOP40  40    64         52           12        0        2        4             4             0          46
TOPALL  56    64         24           40        0        1        0             0             0          23
TOPALL 136    64         24           40        0        0        0             0             0          24

==================================================================================================================================================================================================================
E. RULE 8 WALK-FORWARD — parameters chosen on 2009-2016 only, evaluated untouched on 2017-2026
==================================================================================================================================================================================================================
                uni   book   n    cost sel               pick  pool  IS_rate  OOS_rate  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  OOS_dMaxDD  ctl_Sharpe  v2_Sharpe  v1_Sharpe  spy_Sharpe
  universe.json(56)   TOP3   3 10.0000  S1            g200-dg    10  -0.2578       NaN    0.2543      0.9690    -0.3450     -0.0000      0.9662     1.2851     0.7471      0.8820
  universe.json(56)   TOP3   3 10.0000  S2            g200-dg     6  -0.2578       NaN    0.2543      0.9690    -0.3450     -0.0000      0.9662     1.2851     0.7471      0.8820
  universe.json(56)   TOP3   3 25.0000  S1            g200-dg     8  -0.2786       NaN    0.2217      0.8724    -0.3602     -0.6140      0.8693     1.2482     0.3992      0.8820
  universe.json(56)   TOP3   3 25.0000  S2            g200-dg     6  -0.2786       NaN    0.2217      0.8724    -0.3602     -0.6140      0.8693     1.2482     0.3992      0.8820
  universe.json(56)   TOP5   5 10.0000  S1             stop15     5   0.4970       NaN    0.2098      0.9974    -0.3156     -3.1024      1.0611     1.2851     0.7471      0.8820
  universe.json(56)   TOP5   5 10.0000  S2             stop15     5   0.4970       NaN    0.2098      0.9974    -0.3156     -3.1024      1.0611     1.2851     0.7471      0.8820
  universe.json(56)   TOP5   5 25.0000  S1             stop15     5   0.6209       NaN    0.1772      0.8699    -0.3188     -3.4096      0.9578     1.2482     0.3992      0.8820
  universe.json(56)   TOP5   5 25.0000  S2             stop15     5   0.6209       NaN    0.1772      0.8699    -0.3188     -3.4096      0.9578     1.2482     0.3992      0.8820
  universe.json(56)  TOP10  10 10.0000  S1           band3-dg     8   0.1388    0.8550    0.1693      1.0196    -0.2314      0.9501      1.0442     1.2851     0.7471      0.8820
  universe.json(56)  TOP10  10 10.0000  S2           band3-dg     7   0.1388    0.8550    0.1693      1.0196    -0.2314      0.9501      1.0442     1.2851     0.7471      0.8820
  universe.json(56)  TOP10  10 25.0000  S1           band3-dg     6   0.1161    0.8018    0.1473      0.9060    -0.2327      0.9397      0.9306     1.2482     0.3992      0.8820
  universe.json(56)  TOP10  10 25.0000  S2           band3-dg     6   0.1161    0.8018    0.1473      0.9060    -0.2327      0.9397      0.9306     1.2482     0.3992      0.8820
  universe.json(56)  TOP20  20 10.0000  S1 ddctl-8/.5/recover     2   2.1148    0.8360    0.1192      1.0514    -0.1656      5.6485      1.1677     1.2851     0.7471      0.8820
  universe.json(56)  TOP20  20 10.0000  S2 ddctl-8/.5/recover     2   2.1148    0.8360    0.1192      1.0514    -0.1656      5.6485      1.1677     1.2851     0.7471      0.8820
  universe.json(56)  TOP20  20 25.0000  S1 ddctl-8/.5/recover     2   1.8335    0.8547    0.1025      0.9253    -0.1668      5.6612      1.0722     1.2482     0.3992      0.8820
  universe.json(56)  TOP20  20 25.0000  S2 ddctl-8/.5/recover     2   1.8335    0.8547    0.1025      0.9253    -0.1668      5.6612      1.0722     1.2482     0.3992      0.8820
  universe.json(56)  TOP40  40 10.0000  S1          ebud-0.10    12  -0.0712       NaN    0.1421      1.1508    -0.2159     -0.0237      1.1503     1.2851     0.7471      0.8820
  universe.json(56)  TOP40  40 10.0000  S2          ebud-0.10    12  -0.0712       NaN    0.1421      1.1508    -0.2159     -0.0237      1.1503     1.2851     0.7471      0.8820
  universe.json(56)  TOP40  40 25.0000  S1          ebud-0.10    12  -0.0680       NaN    0.1342      1.0940    -0.2167     -0.0206      1.0935     1.2482     0.3992      0.8820
  universe.json(56)  TOP40  40 25.0000  S2          ebud-0.10    12  -0.0680       NaN    0.1342      1.0940    -0.2167     -0.0206      1.0935     1.2482     0.3992      0.8820
  universe.json(56) TOPALL  56 10.0000  S1           band3-rw     9   0.6850    0.0540    0.1341      1.2029    -0.1771      4.8111      1.1263     1.2851     0.7471      0.8820
  universe.json(56) TOPALL  56 10.0000  S2           band3-rw     9   0.6850    0.0540    0.1341      1.2029    -0.1771      4.8111      1.1263     1.2851     0.7471      0.8820
  universe.json(56) TOPALL  56 25.0000  S1           band3-dg     7   1.1571    0.4067    0.0927      1.2495    -0.1209     10.4550      1.1156     1.2482     0.3992      0.8820
  universe.json(56) TOPALL  56 25.0000  S2           band3-dg     7   1.1571    0.4067    0.0927      1.2495    -0.1209     10.4550      1.1156     1.2482     0.3992      0.8820
  universe.json(56)    V1u   5 10.0000  S1          ebud-0.10     3   0.3610    0.7265    0.0255      0.5180    -0.0931      6.3594      0.7136     1.2851     0.7471      0.8820
  universe.json(56)    V1u   5 10.0000  S2          ebud-0.10     3   0.3610    0.7265    0.0255      0.5180    -0.0931      6.3594      0.7136     1.2851     0.7471      0.8820
  universe.json(56)    V1u   5 25.0000  S1          ebud-0.10     3   0.0730    0.2612    0.0095      0.2107    -0.1108      8.8664      0.3592     1.2482     0.3992      0.8820
  universe.json(56)    V1u   5 25.0000  S2          ebud-0.10     3   0.0730    0.2612    0.0095      0.2107    -0.1108      8.8664      0.3592     1.2482     0.3992      0.8820
universe_broad.json   TOP3   3 10.0000  S1          ebud-0.20     5   0.6153    0.3906    0.1995      0.8285    -0.3700      1.8978      0.8062     1.1185     0.5763      0.8820
universe_broad.json   TOP3   3 10.0000  S2          ebud-0.10     4   0.6481    0.4406    0.1778      0.8511    -0.3227      6.6213      0.8062     1.1185     0.5763      0.8820
universe_broad.json   TOP3   3 25.0000  S1          ebud-0.20     5   0.1994   -0.0588    0.1711      0.7365    -0.3923      2.5582      0.6952     1.0740     0.1554      0.8820
universe_broad.json   TOP3   3 25.0000  S2          ebud-0.10     4   0.4191    0.1128    0.1605      0.7844    -0.3375      8.0385      0.6952     1.0740     0.1554      0.8820
universe_broad.json   TOP5   5 10.0000  S1          ebud-0.20     7   0.0828       NaN    0.2103      0.9173    -0.2932      0.0000      0.9121     1.1185     0.5763      0.8820
universe_broad.json   TOP5   5 10.0000  S2          ebud-0.20     4   0.0828       NaN    0.2103      0.9173    -0.2932      0.0000      0.9121     1.1185     0.5763      0.8820
universe_broad.json   TOP5   5 25.0000  S1          ebud-0.20     5  -0.1456       NaN    0.1820      0.8186    -0.2938      0.0000      0.8009     1.0740     0.1554      0.8820
universe_broad.json   TOP5   5 25.0000  S2          ebud-0.20     4  -0.1456       NaN    0.1820      0.8186    -0.2938      0.0000      0.8009     1.0740     0.1554      0.8820
universe_broad.json  TOP10  10 10.0000  S1 ddctl-8/.5/recover     2   2.2530    0.4380    0.1229      0.8302    -0.1690      9.1196      0.8534     1.1185     0.5763      0.8820
universe_broad.json  TOP10  10 10.0000  S2 ddctl-8/.5/recover     2   2.2530    0.4380    0.1229      0.8302    -0.1690      9.1196      0.8534     1.1185     0.5763      0.8820
universe_broad.json  TOP10  10 25.0000  S1 ddctl-8/.5/recover     3   1.6805    0.5540    0.0933      0.6665    -0.1855      7.5647      0.7335     1.0740     0.1554      0.8820
universe_broad.json  TOP10  10 25.0000  S2 ddctl-8/.5/recover     2   1.6805    0.5540    0.0933      0.6665    -0.1855      7.5647      0.7335     1.0740     0.1554      0.8820
universe_broad.json  TOP20  20 10.0000  S1          ebud-0.10     3   0.1570    0.8550    0.1223      0.8535    -0.2289      3.0814      0.9301     1.1185     0.5763      0.8820
universe_broad.json  TOP20  20 10.0000  S2          ebud-0.10     3   0.1570    0.8550    0.1223      0.8535    -0.2289      3.0814      0.9301     1.1185     0.5763      0.8820
universe_broad.json  TOP20  20 25.0000  S1          ebud-0.10     3  -0.1169    0.6485    0.1054      0.7511    -0.2302      3.1328      0.8066     1.0740     0.1554      0.8820
universe_broad.json  TOP20  20 25.0000  S2          ebud-0.10     3  -0.1169    0.6485    0.1054      0.7511    -0.2302      3.1328      0.8066     1.0740     0.1554      0.8820
universe_broad.json  TOP40  40 10.0000  S1          ebud-0.10     7  -0.0168    0.0975    0.1409      1.0673    -0.2218      3.2415      1.0443     1.1185     0.5763      0.8820
universe_broad.json  TOP40  40 10.0000  S2          ebud-0.10     3  -0.0168    0.0975    0.1409      1.0673    -0.2218      3.2415      1.0443     1.1185     0.5763      0.8820
universe_broad.json  TOP40  40 25.0000  S1          ebud-0.10     4  -0.1363    0.0629    0.1255      0.9643    -0.2231      3.2983      0.9393     1.0740     0.1554      0.8820
universe_broad.json  TOP40  40 25.0000  S2          ebud-0.10     3  -0.1363    0.0629    0.1255      0.9643    -0.2231      3.2983      0.9393     1.0740     0.1554      0.8820
universe_broad.json TOPALL 136 10.0000  S1           vol60-dg    13   0.4842    0.2796    0.1205      1.1248    -0.1874      6.5582      1.0997     1.1185     0.5763      0.8820
universe_broad.json TOPALL 136 10.0000  S2           vol60-dg    13   0.4842    0.2796    0.1205      1.1248    -0.1874      6.5582      1.0997     1.1185     0.5763      0.8820
universe_broad.json TOPALL 136 25.0000  S1           vol60-dg    13   0.5071    0.2925    0.1181      1.1044    -0.1875      6.5658      1.0889     1.0740     0.1554      0.8820
universe_broad.json TOPALL 136 25.0000  S2           vol60-dg    13   0.5071    0.2925    0.1181      1.1044    -0.1875      6.5658      1.0889     1.0740     0.1554      0.8820
universe_broad.json    V1u   5 10.0000  S1            g200-rw     6  -0.0921   -0.1266    0.0611      0.5902    -0.2119      2.2732      0.5727     1.1185     0.5763      0.8820
universe_broad.json    V1u   5 10.0000  S2            g200-rw     5  -0.0921   -0.1266    0.0611      0.5902    -0.2119      2.2732      0.5727     1.1185     0.5763      0.8820
universe_broad.json    V1u   5 25.0000  S1            g200-rw     6  -0.0736   -0.1240    0.0127      0.1694    -0.2672      2.1756      0.1460     1.0740     0.1554      0.8820
universe_broad.json    V1u   5 25.0000  S2            g200-rw     5  -0.0736   -0.1240    0.0127      0.1694    -0.2672      2.1756      0.1460     1.0740     0.1554      0.8820
  S1: 28 of 28 cells picked something; mean OOS Sharpe 0.8735 (control 0.8949, RULES v2 1.1815, RULES v1 0.4695, SPY 0.8820); beats SPY in 15/28, beats RULES v2 in 3/28
  S2: 28 of 28 cells picked something; mean OOS Sharpe 0.8761 (control 0.8949, RULES v2 1.1815, RULES v1 0.4695, SPY 0.8820); beats SPY in 15/28, beats RULES v2 in 3/28
  S2 (IS sign screen) changes the pick in 2 of 28 cells

  S3 — the floor as a walk-forward object (n* from IS data only vs n* from OOS)
     q    tau n_star_IS n_star_OOS  agree
0.0500 0.8000    TOPALL       TOP3  False
0.0500 0.9000    TOPALL       TOP5  False
0.0500 0.9500       NaN      TOP20  False
0.0500 1.0000       NaN      TOP20  False
0.1000 0.8000       NaN       TOP5  False
0.1000 0.9000       NaN       TOP5  False
0.1000 0.9500       NaN     TOPALL  False
0.1000 1.0000       NaN     TOPALL  False
0.2000 0.8000       NaN       TOP5  False
0.2000 0.9000       NaN       TOP5  False
0.2000 0.9500       NaN       TOP5  False
0.2000 1.0000       NaN       TOP5  False
  IS and OOS floors agree at 0 of 12 (q, tau) points; headline: n*_IS = nan vs n*_OOS = TOP5

==================================================================================================================================================================================================================
F. KEEP PATHS — 4a (beat the live book, RULES v2) and 4b (capital-worthy) for every published row
==================================================================================================================================================================================================================
  4a vs live RULES v2: 2 of 448 rows  |  4a vs RULES v1 (continuity): 112 of 448
  4b:                  52 of 448 rows
